,origin.tree$tip.label
1041,Lathyrus_vaniotii
1042,Lathyrus_pratensis
1043,Lathyrus_latifolius
1044,Vicia_ohwiana
1045,Vicia_venosa
1046,Wisteria_sinensis
1047,Callerya_cinerea
1048,Callerya_reticulata
1049,Lespedeza_chinensis
1050,Lespedeza_virgata
1051,Lespedeza_dunnii
1052,Lespedeza_floribunda
1053,Lespedeza_pilosa
1054,Indigofera_kirilowii
1055,Lespedeza_bicolor
1056,Lespedeza_cuneata
1057,Lespedeza_caraganae
1058,Lespedeza_tomentosa
1059,Lespedeza_juncea
1060,Lespedeza_davurica
1061,Lespedeza_inschanica
1062,Lespedeza_davidii
1063,Lespedeza_cyrtobotrya
1064,Lespedeza_buergeri
1065,Lespedeza_thunbergii
1066,Lespedeza_thunbergii_subsp._formosa
1067,Lespedeza_maximowiczii
1068,Lespedeza_capitata
1069,Lespedeza_hirta
1070,Lespedeza_violacea
1071,Lespedeza_stuevei
1072,Lespedeza_procumbens
1073,Lespedeza_repens
1074,Lespedeza_intermedia
1075,Kummerowia_stipulacea
1076,Kummerowia_striata
1077,Campylotropis_macrocarpa
1078,Desmodium_nudiflorum
1079,Desmodium_glutinosum
1080,Hylodesmum_laxum
1081,Hylodesmum_podocarpum_subsp._oxyphyllum
1082,Hylodesmum_podocarpum
1083,Hylodesmum_oldhamii
1084,Desmodium_incanum
1085,Desmodium_floridanum
1086,Desmodium_ciliare
1087,Desmodium_tortuosum
1088,Alysicarpus_ovalifolius
1089,Desmodium_lineatum
1090,Desmodium_strictum
1091,Desmodium_laevigatum
1092,Desmodium_viridiflorum
1093,Desmodium_triflorum
1094,Desmodium_heterocarpon
1095,Desmodium_microphyllum
1096,Ohwia_caudata
1097,Glycine_soja
1098,Amphicarpaea_edgeworthii
1099,Amphicarpaea_bracteata
1100,Amphicarpaea_trisperma
1101,Pediomelum_canescens
1102,Orbexilum_lupinellus
1103,Psoralea_onobrychis
1104,Pueraria_montana
1105,Pueraria_montana_var._lobata
1106,Phaseolus_vulgaris
1107,Vigna_vexillata
1108,Erythrina_herbacea
1109,Rhynchosia_difformis
1110,Rhynchosia_tomentosa_var._mollissima
1111,Rhynchosia_tomentosa
1112,Rhynchosia_reniformis
1113,Flemingia_philippinensis
1114,Mucuna_sempervirens
1115,Apios_fortunei
1116,Apios_americana
1117,Tephrosia_chrysophylla
1118,Tephrosia_virginiana
1119,Tephrosia_mohrii
1120,Tephrosia_florida
1121,Galactia_erecta
1122,Galactia_regularis
1123,Centrosema_virginianum
1124,Clitoria_mariana
1125,Indigofera_spicata
1126,Indigofera_pseudotinctoria
1127,Indigofera_amblyantha
1128,Indigofera_decora
1129,Indigofera_suffruticosa
1130,Indigofera_caroliniana
1131,Indigofera_hirsuta
1132,Indigofera_cinerascens
1133,Indigofera_parkesii
1134,Indigofera_bungeana
1135,Indigofera_nigrescens
1136,Dalbergia_mimosoides
1137,Dalbergia_dyeriana
1138,Dalbergia_hupeana
1139,Aeschynomene_viscidula
1140,Aeschynomene_indica
1141,Stylosanthes_biflora
1142,Chapmannia_floridana
1143,Zornia_bracteata
1144,Sophora_flavescens
1145,Maackia_amurensis
1146,Maackia_hupehensis
1147,Cladrastis_platycarpa
1148,Sophora_japonica
1149,Crotalaria_pallida_var._obovata
1150,Crotalaria_rotundifolia
1151,Crotalaria_sagittalis
1152,Crotalaria_lanceolata
1153,Crotalaria_spectabilis
1154,Crotalaria_juncea
1155,Crotalaria_sessiliflora
1156,Lupinus_sp.
1157,Lupinus_diffusus
1158,Thermopsis_villosa
1159,Baptisia_tinctoria
1160,Baptisia_megacarpa
1161,Bauhinia_brachycarpa
1162,Cercis_chinensis
1163,Cercis_gigantea
1164,Cercis_canadensis
1165,Polygala_tatarinowii
1166,Polygala_tenuifolia
1167,Polygala_verticillata_var._verticillata
1168,Polygala_sanguinea
1169,Polygala_sibirica
1170,Polygala_japonica
1171,Asemeia_violacea
1172,Polygala_curtisii
1173,Polygala_setacea
1174,Polygala_polygama
1175,Polygala_nana
1176,Polygala_lutea
1177,Polygala_arillata
1178,Polygala_paucifolia
1179,Krameria_lanceolata
1180,Braya_humilis
1181,Hesperis_sibirica
1182,Hesperis_matronalis
1183,Dontostemon_dentatus
1184,Dontostemon_micranthus
1185,Dontostemon_pinnatifidus
1186,Clausia_trichosepala
1187,Brassica_sp.
1188,Brassica_juncea
1189,Brassica_rapa
1190,Brassica_rapa_subsp._chinensis
1191,Brassica_oleracea
1192,Raphanus_raphanistrum_subsp._landra
1193,Raphanus_sativus
1194,Orychophragmus_violaceus
1195,Sisymbrium_officinale
1196,Sisymbrium_altissimum
1197,Eutrema_yunnanense
1198,Thlaspi_arvense
1199,Alliaria_petiolata
1200,Alliaria_grandifolia
1201,Draba_nemorosa
1202,Arabis_flagellosa
1203,Arabis_nipponica
1204,Arabis_hirsuta
1205,Cardamine_limprichtiana
1206,Cardamine_changbaiana
1207,Cardamine_trifida
1208,Cardamine_flagellifera
1209,Cardamine_prorepens
1210,Cardamine_komarovii
1211,Cardamine_lyrata
1212,Cardamine_parviflora
1213,Cardamine_hirsuta
1214,Cardamine_pratensis
1215,Cardamine_pensylvanica
1216,Cardamine_flexuosa
1217,Cardamine_scutata
1218,Cardamine_griffithii
1219,Cardamine_clematitis
1220,Cardamine_yezoensis
1221,Cardamine_diphylla
1222,Cardamine_macrophylla
1223,Cardamine_tangutorum
1224,Cardamine_leucantha
1225,Cardamine_microphylla
1226,Cardamine_impatiens
1227,Nasturtium_officinale
1228,Barbarea_orthoceras
1229,Barbarea_verna
1230,Barbarea_vulgaris
1231,Barbarea_vulgaris_var._arcuata
1232,Rorippa_globosa
1233,Rorippa_dubia
1234,Rorippa_indica
1235,Rorippa_islandica
1236,Armoracia_rusticana
1237,Arabidopsis_kamchatica
1238,Arabidopsis_thaliana
1239,Catolobus_pendulus
1240,Capsella_bursa-pastoris
1241,Turritis_glabra
1242,Erysimum_cheiranthoides
1243,Erysimum_amurense
1244,Arabis_laevigata_var._laevigata
1245,Boechera_canadensis
1246,Lepidium_didymum
1247,Lepidium_virginicum
1248,Lepidium_densiflorum
1249,Lepidium_apetalum
1250,Lepidium_campestre
1251,Descurainia_pinnata
1252,Descurainia_sophia
1253,Arabis_coronata
1254,Corynandra_viscosa
1255,Polanisia_tenuifolia
1256,Bretschneidera_sinensis
1257,Edgeworthia_chrysantha
1258,Stellera_chamaejasme
1259,Wikstroemia_monnula
1260,Wikstroemia_indica
1261,Wikstroemia_chamaedaphne
1262,Wikstroemia_ligustrina
1263,Daphne_tangutica
1264,Daphne_genkwa
1265,Daphne_papyracea
1266,Daphne_pseudomezereum_var._koreana
1267,Dirca_palustris
1268,Diarthron_linifolium
1269,Corchorus_aestuans
1270,Grewia_biloba
1271,Melochia_corchorifolia
1272,Firmiana_simplex
1273,Corchoropsis_crenata
1274,Tilia_tuan
1275,Tilia_mandshurica
1276,Tilia_endochrysea
1277,Tilia_mongolica
1278,Tilia_chinensis
1279,Tilia_chingiana
1280,Tilia_amurensis
1281,Tilia_heterophylla
1282,Tilia_oliveri
1283,Tilia_japonica
1284,Tilia_miqueliana
1285,Tilia_americana
1286,Hibiscus_trionum
1287,Hibiscus_moscheutos_subsp._moscheutos
1288,Hibiscus_syriacus
1289,Abelmoschus_manihot
1290,Urena_lobata
1291,Sida_ulmifolia
1292,Sida_rhombifolia
1293,Abutilon_theophrasti
1294,Malva_cathayensis
1295,Malva_moschata
1296,Malva_sylvestris
1297,Malva_neglecta
1298,Malva_verticillata
1299,Alcea_rosea
1300,Helianthemum_canadense
1301,Helianthemum_bicknellii
1302,Crocanthemum_carolinianum
1303,Crocanthemum_corymbosum
1304,Lechea_mucronata
1305,Lechea_minor
1306,Lechea_villosa
1307,Lechea_racemulosa
1308,Lechea_intermedia
1309,Lechea_sessiliflora
1310,Tapiscia_sinensis
1311,Xanthoceras_sorbifolium
1312,Acer_rubrum
1313,Acer_spicatum
1314,Acer_stachyophyllum
1315,Acer_cordatum
1316,Acer_barbinerve
1317,Acer_henryi
1318,Acer_flabellatum
1319,Acer_olivaceum
1320,Acer_elegantulum
1321,Acer_fabri
1322,Acer_pubinerve
1323,Acer_pseudosieboldianum
1324,Acer_palmatum
1325,Acer_sinense
1326,Acer_robustum
1327,Acer_oliverianum
1328,Acer_laevigatum
1329,Acer_ukurunduense
1330,Acer_longipes
1331,Acer_sutchuenense
1332,Acer_sterculiaceum_subsp._franchetii
1333,Acer_truncatum
1334,Acer_pictum
1335,Acer_miyabei
1336,Acer_miyabei_subsp._miaotaiense
1337,Acer_linganense
1338,Acer_linganense_subsp._cappadocicum
1339,Acer_pectinatum
1340,Acer_campbellii_subsp._wilsonii
1341,Acer_amplum
1342,Acer_tegmentosum
1343,Acer_pubipalmatum
1344,Acer_pensylvanicum
1345,Acer_sinopurpurascens
1346,Acer_davidii
1347,Acer_pectinatum_subsp._maximowiczii
1348,Acer_mandshuricum
1349,Acer_griseum
1350,Acer_triflorum
1351,Acer_maximowiczianum
1352,Acer_buergerianum_subsp._ningpoense
1353,Acer_buergerianum
1354,Acer_cinnamomifolium
1355,Acer_floridanum
1356,Acer_saccharum
1357,Acer_leucoderme
1358,Acer_tataricum_subsp._theiferum
1359,Acer_tataricum_subsp._ginnala
1360,Dipteronia_sinensis
1361,Aesculus_parviflora
1362,Aesculus_chinensis
1363,Aesculus_chinensis_var._wilsonii
1364,Aesculus_flava
1365,Aesculus_pavia
1366,Koelreuteria_paniculata
1367,Koelreuteria_bipinnata
1368,Koelreuteria_elegans_subsp._formosana
1369,Sapindus_mukorossi
1370,Ailanthus_altissima
1371,Picrasma_quassioides
1372,Melia_azedarach
1373,Toona_ciliata
1374,Toona_sinensis
1375,Citrus_aurantium
1376,Citrus_cavaleriei
1377,Psilopeganum_sinense
1378,Boenninghausenia_albiflora
1379,Orixa_japonica
1380,Tetradium_daniellii
1381,Tetradium_ruticarpum
1382,Tetradium_glabrifolium
1383,Phellodendron_amurense
1384,Phellodendron_chinense
1385,Phellodendron_chinense_var._glabriusculum
1386,Phellodendron_sp.
1387,Zanthoxylum_scandens
1388,Zanthoxylum_schinifolium
1389,Zanthoxylum_ailanthoides
1390,Zanthoxylum_americanum
1391,Zanthoxylum_armatum
1392,Zanthoxylum_bungeanum
1393,Zanthoxylum_simulans
1394,Zanthoxylum_clava-herculis
1395,Dictamnus_albus
1396,Skimmia_reevesiana
1397,Rhus_hirta
1398,Pistacia_chinensis
1399,Cotinus_coggygria
1400,Rhus_punjabensis
1401,Rhus_potaninii
1402,Rhus_chinensis
1403,Rhus_copallinum
1404,Rhus_glabra
1405,Rhus_aromatica
1406,Rhus_hypoleuca
1407,Toxicodendron_vernix
1408,Toxicodendron_vernicifluum
1409,Toxicodendron_trichocarpum
1410,Toxicodendron_pubescens
1411,Toxicodendron_radicans
1412,Toxicodendron_succedaneum
1413,Toxicodendron_sylvestre
1414,Choerospondias_axillaris
1415,Euscaphis_japonica
1416,Staphylea_holocarpa
1417,Staphylea_bumalda
1418,Stachyurus_chinensis
1419,Geranium_erianthum
1420,Geranium_koraiense
1421,Geranium_henryi
1422,Geranium_maculatum
1423,Geranium_platyanthum
1424,Geranium_dahuricum
1425,Geranium_koreanum
1426,Geranium_soboliferum
1427,Geranium_sibiricum
1428,Geranium_krameri
1429,Geranium_wilfordii
1430,Geranium_thunbergii
1431,Geranium_carolinianum
1432,Geranium_robertianum
1433,Erodium_stephanianum
1434,Rhexia_cubensis
1435,Rhexia_mariana
1436,Rhexia_virginica
1437,Rhexia_nashii
1438,Melastoma_dodecandrum
1439,Bredia_sinensis
1440,Bredia_quadrangularis
1441,Sarcopyramis_parvifolia
1442,Syzygium_buxifolium
1443,Ludwigia_arcuata
1444,Ludwigia_alternifolia
1445,Ludwigia_pilosa
1446,Ludwigia_leptocarpa
1447,Ludwigia_prostrata
1448,Ludwigia_suffruticosa
1449,Ludwigia_palustris
1450,Ludwigia_peruviana
1451,Circaea_lutetiana_subsp._canadensis
1452,Circaea_lutetiana
1453,Circaea_cordata
1454,Circaea_erubescens
1455,Circaea_mollis
1456,Circaea_alpina
1457,Epilobium_hirsutum
1458,Epilobium_parviflorum
1459,Epilobium_palustre
1460,Epilobium_leptophyllum
1461,Epilobium_ciliatum
1462,Epilobium_sp.
1463,Epilobium_canum
1464,Epilobium_amurense
1465,Epilobium_coloratum
1466,Epilobium_fastigiatoramosum
1467,Epilobium_minutiflorum
1468,Epilobium_verticillatum
1469,Epilobium_angustifolium
1470,Chamerion_angustifolium
1471,Oenothera_speciosa
1472,Oenothera_tetragona
1473,Oenothera_perennis
1474,Oenothera_simulans
1475,Oenothera_gaura
1476,Gaura_filipes
1477,Oenothera_biennis
1478,Oenothera_laciniata
1479,Oenothera_parviflora
1480,Decodon_verticillatus
1481,Lythrum_salicaria
1482,Lagerstroemia_indica
1483,Lagerstroemia_subcostata
1484,Trapa_natans
1485,Trapa_incisa
1486,Rotala_rotundifolia
1487,Rotala_indica
1488,Rotala_mexicana
1489,Cayratia_japonica_var._pseudotrifolia
1490,Cayratia_albifolia
1491,Cayratia_japonica
1492,Tetrastigma_hypoglaucum
1493,Tetrastigma_hemsleyanum
1494,Nekemias_cantoniensis
1495,Nekemias_megalophylla
1496,Ampelopsis_sinica
1497,Ampelopsis_glandulosa_var._kulingensis
1498,Ampelopsis_glandulosa_var._hancei
1499,Ampelopsis_delavayana
1500,Ampelopsis_glandulosa_var._heterophylla
1501,Ampelopsis_glandulosa_var._brevipedunculata
1502,Ampelopsis_bodinieri
1503,Ampelopsis_delavayana
1504,Ampelopsis_japonica
1505,Ampelopsis_aconitifolia
1506,Ampelopsis_humulifolia
1507,Parthenocissus_himalayana
1508,Parthenocissus_suberosa
1509,Parthenocissus_tricuspidata
1510,Parthenocissus_laetevirens
1511,Parthenocissus_heterophylla
1512,Parthenocissus_quinquefolia
1513,Yua_thomsonii
1514,Vitis_vinifera
1515,Vitis_rotundifolia
1516,Vitis_amurensis
1517,Vitis_pseudoreticulata
1518,Vitis_wilsoniae
1519,Vitis_romanetii
1520,Vitis_chunganensis
1521,Vitis_ficifolia
1522,Vitis_davidii
1523,Vitis_bryoniifolia
1524,Vitis_bellula
1525,Vitis_piasezkii
1526,Vitis_flexuosa
1527,Vitis_betulifolia
1528,Vitis_vulpina
1529,Vitis_labrusca
1530,Vitis_cinerea
1531,Vitis_riparia
1532,Vitis_aestivalis
1533,Vitis_quinquangularis
1534,Vitis_aestivalis_var._argentifolia
1535,Vitis_baileyana
1536,Vitis_piasezkii_var._pagnuccii
1537,Sedum_bulbiferum
1538,Sedum_japonicum
1539,Sedum_lineare
1540,Sedum_emarginatum
1541,Sedum_alfredii
1542,Sedum_makinoi
1543,Sedum_sarmentosum
1544,Sedum_ternatum
1545,Rhodiola_kirilowii
1546,Phedimus_aizoon
1547,Phedimus_hybridus
1548,Rhodiola_sachalinensis
1549,Rhodiola_dumulosa
1550,Rhodiola_henryi
1551,Rhodiola_yunnanensis
1552,Hylotelephium_mingjinianum
1553,Hylotelephium_pallescens
1554,Hylotelephium_verticillatum
1555,Hylotelephium_tatarinowii
1556,Hylotelephium_erythrostictum
1557,Hylotelephium_spectabile
1558,Sedum_telephium
1559,Sedum_oligospermum
1560,Sedum_drymarioides
1561,Sedum_lungtsuanense
1562,Sedum_major
1563,Sedum_stellariifolium
1564,Sedum_tetractinum
1565,Myriophyllum_propinquum
1566,Myriophyllum_humile
1567,Myriophyllum_verticillatum
1568,Proserpinaca_palustris
1569,Penthorum_chinense
1570,Saxifraga_cernua
1571,Saxifraga_stolonifera
1572,Micranthes_micranthidifolia
1573,Saxifraga_pensylvanica
1574,Saxifraga_virginiensis
1575,Micranthes_caroliniana
1576,Micranthes_davurica
1577,Micranthes_punctata
1578,Hydatica_petiolaris
1579,Micranthes_laciniata
1580,Chrysosplenium_valdepilosum
1581,Chrysosplenium_pilosum_var._sphaerospermum
1582,Chrysosplenium_pilosum
1583,Chrysosplenium_ramosum
1584,Chrysosplenium_americanum
1585,Chrysosplenium_sinicum
1586,Chrysosplenium_alternifolium
1587,Chrysosplenium_flagelliferum
1588,Chrysosplenium_lanuginosum
1589,Chrysosplenium_jienningense
1590,Chrysosplenium_macrophyllum
1591,Chrysosplenium_lectus-cochleae
1592,Rodgersia_aesculifolia
1593,Astilboides_tabularis
1594,Oresitrophe_rupifraga
1595,Heuchera_americana
1596,Heuchera_villosa
1597,Tiarella_polyphylla
1598,Tiarella_cordifolia
1599,Mitella_nuda
1600,Astilbe_biternata
1601,Astilbe_koreana
1602,Astilbe_grandis
1603,Astilbe_macrocarpa
1604,Astilbe_chinensis
1605,Ribes_franchetii
1606,Ribes_horridum
1607,Ribes_pallidiflorum
1608,Ribes_procumbens
1609,Ribes_moupinense
1610,Ribes_komarovii
1611,Ribes_fasciculatum_var._chinense
1612,Ribes_hirtellum
1613,Ribes_rotundifolium
1614,Ribes_burejense
1615,Ribes_cynosbati
1616,Ribes_glandulosum
1617,Ribes_glaciale
1618,Ribes_tenue
1619,Ribes_diacanthum
1620,Ribes_maximowiczianum
1621,Ribes_rubrum
1622,Ribes_fasciculatum
1623,Ribes_mandshuricum
1624,Ribes_triste
1625,Itea_ilicifolia
1626,Itea_chinensis
1627,Itea_virginica
1628,Daphniphyllum_oldhamii
1629,Daphniphyllum_macropodum
1630,Cercidiphyllum_japonicum
1631,Liquidambar_formosana
1632,Liquidambar_acalycina
1633,Liquidambar_styraciflua
1634,Distylium_chinense
1635,Distylium_myricoides
1636,Sycopsis_sinensis
1637,Hamamelis_mollis
1638,Hamamelis_virginiana
1639,Fortunearia_sinensis
1640,Sinowilsonia_henryi
1641,Corylopsis_glandulifera
1642,Corylopsis_sinensis
1643,Corylopsis_sinensis_var._calvescens
1644,Corylopsis_multiflora
1645,Loropetalum_chinense
1646,Paeonia_lactiflora
1647,Paeonia_obovata
1648,Eucommia_ulmoides
1649,Hosiea_sinensis
1650,Brachybotrys_paridiformis
1651,Trigonotis_peduncularis
1652,Myosotis_scorpioides
1653,Myosotis_laxa
1654,Myosotis_sylvatica
1655,Bothriospermum_secundum
1656,Cynoglossum_lanceolatum
1657,Cynoglossum_divaricatum
1658,Cynoglossum_coeruleum
1659,Bothriospermum_kusnezowii
1660,Bothriospermum_chinense
1661,Bothriospermum_tenellum
1662,Lappula_myosotis
1663,Lappula_redowskii
1664,Mertensia_davurica
1665,Cynoglossum_virginianum
1666,Buglossoides_arvensis
1667,Aegonychon_zollingeri
1668,Lithospermum_parviflorum
1669,Lithospermum_erythrorhizon
1670,Hydrophyllum_canadense
1671,Hydrophyllum_virginianum
1672,Heliotropium_amplexicaule
1673,Ehretia_macrophylla
1674,Ehretia_acuminata
1675,Clinopodium_chinense
1676,Clinopodium_chinense_var._parviflorum
1677,Clinopodium_vulgare
1678,Clinopodium_polycephalum
1679,Clinopodium_gracile
1680,Clinopodium_megalanthum
1681,Monarda_punctata
1682,Monarda_clinopodia
1683,Monarda_didyma
1684,Pycnanthemum_incanum
1685,Pycnanthemum_tenuifolium
1686,Pycnanthemum_montanum
1687,Mentha_arvensis
1688,Mentha_canadensis
1689,Mentha_spicata
1690,Thymus_mongolicus
1691,Thymus_pulegioides
1692,Thymus_serpyllum
1693,Origanum_vulgare
1694,Prunella_asiatica
1695,Prunella_vulgaris
1696,Prunella_grandiflora
1697,Dracocephalum_moldavica
1698,Dracocephalum_argunense
1699,Dracocephalum_rupestre
1700,Schizonepeta_tenuifolia
1701,Agastache_rugosa
1702,Meehania_urticifolia
1703,Meehania_henryi
1704,Meehania_fargesii
1705,Heterolamium_debile
1706,Glechoma_hederacea
1707,Glechoma_longituba
1708,Nepeta_stewartiana
1709,Nepeta_cataria
1710,Lycopus_uniflorus
1711,Lycopus_americanus
1712,Lycopus_lucidus_var._hirtus
1713,Lycopus_virginicus
1714,Lycopus_lucidus_var._maackianus
1715,Lycopus_rubellus
1716,Lycopus_lucidus
1717,Melissa_axillaris
1718,Salvia_chinensis
1719,Salvia_liguliloba
1720,Salvia_prionitis
1721,Salvia_bowleyana
1722,Salvia_maximowicziana
1723,Salvia_plebeia
1724,Salvia_lyrata
1725,Elsholtzia_blanda
1726,Elsholtzia_ciliata
1727,Elsholtzia_stauntonii
1728,Elsholtzia_densa
1729,Elsholtzia_cypriani
1730,Elsholtzia_splendens
1731,Elsholtzia_argyi
1732,Elsholtzia_stachyodes
1733,Mosla_dianthera
1734,Mosla_chinensis
1735,Mosla_scabra
1736,Perilla_frutescens
1737,Collinsonia_canadensis
1738,Hanceola_exserta
1739,Hyptis_mutabilis
1740,Plectranthus_excelsus
1741,Plectranthus_grandicalyx
1742,Ocimum_x_africanum
1743,Ocimum_basilicum
1744,Isodon_macrocalyx
1745,Isodon_racemosus
1746,Isodon_nervosus
1747,Isodon_longitubus
1748,Isodon_inflexus
1749,Isodon_amethystoides
1750,Isodon_serra
1751,Ajuga_decumbens
1752,Ajuga_reptans
1753,Ajuga_lupulina
1754,Ajuga_nipponensis
1755,Clerodendrum_mandarinorum
1756,Clerodendrum_kaichianum
1757,Clerodendrum_luteopunctatum
1758,Clerodendrum_bungei
1759,Clerodendrum_cyrtophyllum
1760,Clerodendrum_fragrans
1761,Clerodendrum_trichotomum
1762,Caryopteris_incana
1763,Caryopteris_divaricata
1764,Trichostema_dichotomum
1765,Trichostema_setaceum
1766,Rubiteucris_palmata
1767,Teucrium_viscidum
1768,Schnabelia_terniflora
1769,Amethystea_caerulea
1770,Scutellaria_lateriflora
1771,Scutellaria_indica
1772,Scutellaria_scordifolia
1773,Scutellaria_galericulata
1774,Scutellaria_multiglandulosa
1775,Scutellaria_elliptica
1776,Scutellaria_racemosa
1777,Scutellaria_pekinensis
1778,Scutellaria_laeteviolacea
1779,Scutellaria_regeliana
1780,Scutellaria_dependens
1781,Scutellaria_incisa
1782,Scutellaria_moniliorhiza
1783,Scutellaria_tuminensis
1784,Scutellaria_incana
1785,Scutellaria_baicalensis
1786,Scutellaria_barbata
1787,Lamium_amplexicaule
1788,Lamium_barbatum
1789,Leonurus_japonicus
1790,Leonurus_sibiricus
1791,Lagopsis_supina
1792,Leonurus_macranthus
1793,Leonurus_cardiaca
1794,Phlomoides_koraiensis
1795,Phlomoides_maximowiczii
1796,Phlomoides_umbrosa
1797,Phlomis_umbrosa
1798,Phlomis_jeholensis
1799,Matsumurella_chinensis
1800,Stachys_floridana
1801,Stachys_latidens
1802,Stachys_baicalensis
1803,Stachys_tenuifolia
1804,Stachys_riederi_var._japonica
1805,Stachys_chinensis
1806,Stachys_affinis
1807,Physostegia_virginiana
1808,Galeopsis_bifida
1809,Galeopsis_tetrahit
1810,Pogostemon_yatabeanus
1811,Premna_microphylla
1812,Callicarpa_bodinieri
1813,Callicarpa_peii
1814,Callicarpa_japonica_var._angustata
1815,Callicarpa_dichotoma
1816,Callicarpa_americana
1817,Callicarpa_japonica
1818,Callicarpa_rubella
1819,Callicarpa_giraldii
1820,Vitex_negundo_var._cannabifolia
1821,Vitex_negundo
1822,Pedicularis_canadensis
1823,Pedicularis_sceptrum-carolinum
1824,Pedicularis_mandshurica
1825,Pedicularis_resupinata
1826,Pedicularis_striata
1827,Pedicularis_spicata
1828,Pedicularis_verticillata
1829,Pedicularis_tatarinowii
1830,Pedicularis_nasturtiifolia
1831,Pedicularis_davidii
1832,Pedicularis_chinensis
1833,Pedicularis_henryi
1834,Pedicularis_artselaeri
1835,Pedicularis_grandiflora
1836,Agalinis_filifolia
1837,Agalinis_tenuifolia
1838,Agalinis_plukenetii
1839,Agalinis_setacea
1840,Agalinis_paupercula
1841,Agalinis_purpurea
1842,Agalinis_fasciculata
1843,Seymeria_pectinata
1844,Aureolaria_pectinata
1845,Aureolaria_pedicularia
1846,Aureolaria_flava
1847,Aureolaria_laevigata
1848,Aureolaria_virginica
1849,Seymeria_cassioides
1850,Phtheirospermum_japonicum
1851,Euphrasia_maximowiczii
1852,Euphrasia_pectinata
1853,Melampyrum_lineare
1854,Brandisia_hancei
1855,Siphonostegia_laeta
1856,Siphonostegia_chinensis
1857,Orobanche_uniflora
1858,Orobanche_caerulescens
1859,Epifagus_virginiana
1860,Conopholis_americana
1861,Orobanche_coerulescens
1862,Orobanche_pycnostachya
1863,Mannagettaea_labiata
1864,Aeginetia_indica
1865,Buchnera_floridana
1866,Buchnera_americana
1867,Rehmannia_henryi
1868,Rehmannia_glutinosa
1869,Rehmannia_chingii
1870,Paulownia_tomentosa
1871,Paulownia_fortunei
1872,Paulownia_kawakamii
1873,Erythranthe_microphylla
1874,Erythranthe_nepalensis
1875,Phryma_leptostachya
1876,Mimulus_ringens
1877,Mazus_stachydifolius
1878,Mazus_miquelii
1879,Mazus_pulchellus
1880,Mazus_caducifer
1881,Mazus_gracilis
1882,Mazus_pumilus
1883,Bignonia_capreolata
1884,Catalpa_fargesii
1885,Catalpa_ovata
1886,Catalpa_bignonioides
1887,Campsis_radicans
1888,Campsis_grandiflora
1889,Dolichandra_unguis-cati
1890,Incarvillea_sinensis
1891,Sesamum_indicum
1892,Ruellia_capitata
1893,Ruellia_caroliniensis
1894,Strobilanthes_forrestii
1895,Strobilanthes_lamium
1896,Strobilanthes_tubiflos
1897,Dyschoriste_oblongifolia
1898,Hygrophila_salicifolia
1899,Aphelandra_terryae
1900,Justicia_quadrifaria
1901,Justicia_procumbens
1902,Peristrophe_japonica
1903,Asystasiella_neesiana
1904,Utricularia_floridana
1905,Utricularia_radiata
1906,Utricularia_bifida
1907,Utricularia_cornuta
1908,Utricularia_geminiscapa
1909,Utricularia_vulgaris
1910,Utricularia_australis
1911,Utricularia_aurea
1912,Utricularia_inflata
1913,Utricularia_gibba
1914,Utricularia_resupinata
1915,Utricularia_olivacea
1916,Utricularia_purpurea
1917,Utricularia_subulata
1918,Lantana_camara
1919,Phyla_nodiflora
1920,Verbena_brasiliensis
1921,Verbena_scabra
1922,Verbena_officinalis_subsp._halei
1923,Verbena_carnea
1924,Verbena_urticifolia
1925,Verbena_officinalis
1926,Verbena_hastata
1927,Verbena_rigida
1928,Trapella_sinensis
1929,Lindernia_crustacea
1930,Lindernia_antipoda
1931,Lindernia_nummulariifolia
1932,Lindernia_micrantha
1933,Lindernia_setulosa
1934,Lindernia_dubia
1935,Lindernia_ruellioides
1936,Lindernia_procumbens
1937,Lindernia_jiuhuanica
1938,Vandellia_anagallis
1939,Scrophularia_montana
1940,Scrophularia_modesta
1941,Scrophularia_moellendorffii
1942,Scrophularia_ningpoensis
1943,Scrophularia_buergeriana
1944,Verbascum_thapsus
1945,Buddleja_albiflora
1946,Buddleja_lindleyana
1947,Buddleja_davidii
1948,Buddleja_officinalis
1949,Hippuris_vulgaris
1950,Veronica_peregrina
1951,Veronica_undulata
1952,Veronica_serpyllifolia
1953,Veronica_linariifolia
1954,Veronica_longifolia
1955,Veronica_persica
1956,Veronica_polita
1957,Veronica_arvensis
1958,Veronica_stelleri
1959,Veronica_officinalis
1960,Veronica_henryi
1961,Veronica_scutellata
1962,Veronica_rockii
1963,Veronica_chinoalpina
1964,Veronica_anagallis-aquatica
1965,Veronicastrum_stenostachyum
1966,Veronicastrum_axillare
1967,Veronicastrum_villosulum
1968,Veronicastrum_caulopterum
1969,Veronicastrum_tubiflorum
1970,Plantago_hostifolia
1971,Plantago_depressa
1972,Plantago_virginica
1973,Plantago_asiatica
1974,Plantago_major
1975,Plantago_rugelii
1976,Plantago_lanceolata
1977,Plantago_aristata
1978,Digitalis_purpurea
1979,Digitalis_sp.
1980,Nuttallanthus_canadensis
1981,Linaria_floridana
1982,Linaria_canadensis
1983,Linaria_vulgaris
1984,Penstemon_pallidus
1985,Penstemon_multiflorus
1986,Penstemon_smallii
1987,Chelone_glabra
1988,Gratiola_aurea
1989,Gratiola_hispida
