,origin.tree$tip.label
1990,Limnophila_sessiliflora
1991,Scoparia_dulcis
1992,Callitriche_verna
1993,Callitriche_heterophylla
1994,Callitriche_palustris
1995,Chirita_eburnea
1996,Chirita_dimidiata
1997,Petrocodon_dealbatus
1998,Hemiboea_henryi
1999,Hemiboea_subcapitata
2000,Lysionotus_pauciflorus
2001,Oreocharis_auricula
2002,Paraboea_sinensis
2003,Dorcoceras_hygrometricum
2004,Dorcoceras_clarkeanum
2005,Corallodiscus_lanuginosus
2006,Polypremum_procumbens
2007,Salvia_umbratica
2008,Salvia_urticifolia
2009,Salvia_miltiorrhiza
2010,Salvia_japonica
2011,Salvia_azurea
2012,Glecoma_hederacea
2013,Osmanthus_cooperi
2014,Osmanthus_matsumuranus
2015,Chionanthus_virginicus
2016,Chionanthus_retusus
2017,Cartrema_americana
2018,Osmanthus_armatus
2019,Osmanthus_fragrans
2020,Fraxinus_mandshurica
2021,Fraxinus_insularis
2022,Fraxinus_bungeana
2023,Fraxinus_retusa
2024,Fraxinus_griffithii
2025,Fraxinus_platypoda
2026,Fraxinus_longicuspis
2027,Fraxinus_biltmoreana
2028,Fraxinus_chinensis
2029,Fraxinus_americana
2030,Fraxinus_chinensis_subsp._rhynchophylla
2031,Fraxinus_sieboldiana
2032,Fraxinus_nigra
2033,Fraxinus_pennsylvanica
2034,Fraxinus_americana_var._biltmoreana
2035,Syringa_pubescens_subsp._patula
2036,Syringa_pubescens_subsp._microphylla
2037,Syringa_pubescens
2038,Syringa_wolfii
2039,Syringa_villosa
2040,Syringa_vulgaris
2041,Syringa_reticulata_subsp._pekinensis
2042,Syringa_reticulata
2043,Ligustrum_lucidum
2044,Ligustrum_sinense
2045,Ligustrum_quihoui
2046,Ligustrum_obtusifolium
2047,Ligustrum_vulgare
2048,Ligustrum_leucanthum
2049,Ligustrum_longitubum
2050,Jasminum_sinense
2051,Fontanesia_phillyreoides
2052,Forsythia_suspensa
2053,Forsythia_viridissima
2054,Paederia_scandens_var._tomentosa
2055,Paederia_cavaleriei
2056,Paederia_foetida
2057,Serissa_japonica
2058,Leptodermis_potanini
2059,Galium_lanceolatum
2060,Galium_davuricum
2061,Galium_asprellum
2062,Galium_dahuricum
2063,Galium_linearifolium
2064,Galium_bungei
2065,Galium_maximowiczii
2066,Galium_japonicum
2067,Galium_paradoxum
2068,Galium_spurium
2069,Galium_trachyspermum
2070,Galium_hispidulum
2071,Galium_spurium_var._echinospermum
2072,Galium_kamtschaticum
2073,Galium_pilosum
2074,Galium_circaezans
2075,Galium_latifolium
2076,Galium_boreale
2077,Galium_obtusum
2078,Galium_tinctorium
2079,Galium_palustre
2080,Galium_trifidum
2081,Galium_triflorum
2082,Galium_verum
2083,Galium_mollugo
2084,Galium_aparine
2085,Rubia_chinensis
2086,Rubia_sylvatica
2087,Rubia_alata
2088,Rubia_cordifolia
2089,Rubia_argyi
2090,Theligonum_macranthum
2091,Oldenlandia_uniflora
2092,Oldenlandia_corymbosa
2093,Oldenlandia_diffusa
2094,Oldenlandia_tenelliflora
2095,Neanotis_hirsuta
2096,Houstonia_tenuifolia
2097,Houstonia_caerulea
2098,Houstonia_purpurea
2099,Houstonia_procumbens
2100,Houstonia_serpyllifolia
2101,Spermacoce_pusilla
2102,Spermacoce_prostrata
2103,Richardia_brasiliensis
2104,Richardia_scabra
2105,Diodia_teres
2106,Exallage_chrysotricha
2107,Mitchella_repens
2108,Damnacanthus_indicus
2109,Lasianthus_lancifolius
2110,Lasianthus_japonicus
2111,Ophiorrhiza_japonica
2112,Coptosapelta_diffusa
2113,Tarenna_mollissima
2114,Gardenia_jasminoides
2115,Diplospora_dubia
2116,Canthium_gynochthodes
2117,Mussaenda_shikokiana
2118,Emmenopterys_henryi
2119,Pertusadina_metcalfii
2120,Adina_pilulifera
2121,Adina_rubella
2122,Sinoadina_racemosa
2123,Uncaria_sinensis
2124,Uncaria_rhynchophylla
2125,Cephalanthus_occidentalis
2126,Vincetoxicum_pycnostelma
2127,Vincetoxicum_atratum
2128,Vincetoxicum_stauntonii
2129,Vincetoxicum_mongolicum
2130,Vincetoxicum_inamoenum
2131,Vincetoxicum_acuminatum
2132,Asclepias_syriaca
2133,Asclepias_tuberosa
2134,Asclepias_amplexicaulis
2135,Asclepias_exaltata
2136,Asclepias_quadrifolia
2137,Asclepias_variegata
2138,Asclepias_tomentosa
2139,Asclepias_humistrata
2140,Asclepias_incarnata_subsp._pulchra
2141,Asclepias_verticillata
2142,Asclepias_incarnata
2143,Cynanchum_mooreanum
2144,Cynanchum_wilfordii
2145,Cynanchum_bungei
2146,Cynanchum_auriculatum
2147,Cynanchum_chinense
2148,Cynanchum_thesioides
2149,Metaplexis_japonica
2150,Metaplexis_hemsleyana
2151,Matelea_decipiens
2152,Matelea_pubiflora
2153,Periploca_sepium
2154,Trachelospermum_jasminoides
2155,Trachelospermum_axillare
2156,Trachelospermum_bodinieri
2157,Trachelospermum_asiaticum
2158,Apocynum_androsaemifolium
2159,Apocynum_cannabinum
2160,Vinca_minor
2161,Amsonia_tabernaemontana
2162,Amsonia_ciliata
2163,Swertia_pseudochinensis
2164,Swertia_erythrosticta
2165,Swertia_cincta
2166,Swertia_chinensis
2167,Swertia_punicea
2168,Swertia_hickinii
2169,Swertia_kouitchensis
2170,Swertia_veratroides
2171,Swertia_bimaculata
2172,Swertia_macrosperma
2173,Lomatogonium_carinthiacum
2174,Lomatogonium_rotatum
2175,Gentiana_quinquefolia
2176,Halenia_elliptica
2177,Halenia_corniculata
2178,Gentianopsis_crinita
2179,Pterygocalyx_volubilis
2180,Gentiana_saponaria
2181,Gentiana_zollingeri
2182,Gentiana_jamesii
2183,Gentiana_manshurica
2184,Gentiana_pseudoaquatica
2185,Gentiana_squarrosa
2186,Gentiana_algida
2187,Gentiana_veitchiorum
2188,Gentiana_davidii
2189,Gentiana_decora
2190,Gentiana_triflora
2191,Gentiana_clausa
2192,Gentiana_linearis
2193,Gentiana_uchiyamae
2194,Gentiana_yokusai
2195,Gentiana_rubicunda
2196,Gentiana_macrophylla
2197,Gentiana_straminea
2198,Gentiana_scabra
2199,Tripterospermum_cordatum
2200,Tripterospermum_chinense
2201,Tripterospermum_volubile
2202,Metagentiana_rhodantha
2203,Bartonia_virginica
2204,Sabatia_angularis
2205,Sabatia_grandiflora
2206,Lisianthus_martii
2207,Spigelia_marilandica
2208,Gardneria_multiflora
2209,Gelsemium_sempervirens
2210,Lycium_barbarum
2211,Lycium_chinense
2212,Physaliastrum_japonicum
2213,Physaliastrum_heterophyllum
2214,Tubocapsicum_anomalum
2215,Physalis_sp.
2216,Physalis_angulata
2217,Physalis_alkekengi_var._franchetii
2218,Physalis_virginiana
2219,Physalis_heterophylla
2220,Physalis_arenicola
2221,Physalis_alkekengi
2222,Capsicum_annuum
2223,Capsicum_frutescens
2224,Solanum_lyratum
2225,Solanum_dulcamara
2226,Solanum_americanum
2227,Solanum_chenopodioides
2228,Solanum_lycopersicum
2229,Solanum_viarum
2230,Solanum_virginianum
2231,Solanum_carolinense
2232,Solanum_pittosporifolium
2233,Solanum_tuberosum
2234,Solanum_septemlobum
2235,Solanum_macaonense
2236,Datura_stramonium
2237,Nicotiana_tabacum
2238,Cuscuta_japonica
2239,Cuscuta_australis
2240,Cuscuta_pentagona
2241,Cuscuta_gronovii
2242,Cuscuta_compacta
2243,Cuscuta_rostrata
2244,Cuscuta_chinensis
2245,Cuscuta_europaea
2246,Calystegia_hederacea
2247,Calystegia_sericata
2248,Calystegia_sepium
2249,Convolvulus_catesbeiana_subsp._sericata
2250,Convolvulus_arvensis
2251,Ipomoea_triloba
2252,Ipomoea_pandurata
2253,Ipomoea_aquatica
2254,Ipomoea_cordatotriloba
2255,Ipomoea_batatas
2256,Ipomoea_purpurea
2257,Ipomoea_quamoclit
2258,Ipomoea_hederifolia
2259,Merremia_sibirica
2260,Jacquemontia_tamnifolia
2261,Dichondra_micrantha
2262,Dichondra_repens
2263,Dichondra_carolinensis
2264,Stylisma_patens
2265,Stylisma_abdita
2266,Stylisma_humistrata
2267,Evolvulus_alsinoides
2268,Nymphoides_aquatica
2269,Nymphoides_peltata
2270,Menyanthes_trifoliata
2271,Youngia_heterophylla
2272,Youngia_japonica
2273,Youngia_erythrocarpa
2274,Youngia_tenuifolia
2275,Crepidiastrum_sonchifolium
2276,Lapsanastrum_apogonoides
2277,Lapsanastrum_humile
2278,Ixeris_debilis
2279,Ixeris_chinensis
2280,Ixeris_japonica
2281,Ixeris_polycephala
2282,Ixeridium_dentatum
2283,Ixeridium_gracile
2284,Taraxacum_mongolicum
2285,Taraxacum_coreanum
2286,Taraxacum_sinicum
2287,Taraxacum_erythrospermum
2288,Taraxacum_officinale
2289,Taraxacum_pseudoalpinum
2290,Taraxacum_alatum
2291,Taraxacum_antungense
2292,Taraxacum_multilobum
2293,Taraxacum_platypecidium
2294,Nabalus_roanensis
2295,Prenanthes_trifoliolata
2296,Prenanthes_altissima
2297,Nabalus_trifoliolatus
2298,Nabalus_tatarinowii
2299,Prenanthes_macrophylla
2300,Prenanthes_sp.
2301,Picris_japonica
2302,Leontodon_autumnalis
2303,Hypochaeris_chillensis
2304,Hypochaeris_ciliata
2305,Hypochaeris_radicata
2306,Sonchus_arvensis
2307,Sonchus_brachyotus
2308,Sonchus_wightianus
2309,Sonchus_oleraceus
2310,Sonchus_asper
2311,Lactuca_hirsuta
2312,Lactuca_graminifolia
2313,Lactuca_canadensis
2314,Lactuca_biennis
2315,Lactuca_tatarica
2316,Lactuca_sibirica
2317,Lactuca_sativa
2318,Lactuca_formosana
2319,Lactuca_indica
2320,Lactuca_raddeana
2321,Lactuca_sp.
2322,Lactuca_triangulata
2323,Pterocypsela_elata
2324,Stenoseris_graciliflora
2325,Paraprenanthes_pilipes
2326,Paraprenanthes_sororia
2327,Pyrrhopappus_carolinianus
2328,Lygodesmia_aphylla
2329,Krigia_montana
2330,Krigia_virginica
2331,Krigia_biflora
2332,Cichorium_intybus
2333,Hieracium_piloselloides
2334,Hieracium_sp.
2335,Hieracium_hoppeanum
2336,Hieracium_paniculatum
2337,Hieracium_megacephalon
2338,Hieracium_gronovii
2339,Hieracium_venosum
2340,Hieracium_scabrum
2341,Hieracium_umbellatum
2342,Hieracium_virosum
2343,Pilosella_caespitosa
2344,Hieracium_aurantiacum
2345,Tragopogon_pratensis
2346,Scorzonera_brovicaulis
2347,Scorzonera_austriaca
2348,Takhtajaniantha_pusilla
2349,Lessingianthus_adenophyllus
2350,Elephantopus_tomentosus
2351,Elephantopus_carolinianus
2352,Elephantopus_elatus
2353,Vernonia_natalensis
2354,Vernonia_angustifolia
2355,Cyanthillium_cinereum
2356,Inula_linariifolia
2357,Inula_britannica
2358,Inula_japonica
2359,Carpesium_triste
2360,Carpesium_macrocephalum
2361,Carpesium_cernuum
2362,Carpesium_divaricatum
2363,Carpesium_abrotanoides
2364,Blumea_formosana
2365,Pterocaulon_pycnostachyum
2366,Pluchea_camphorata
2367,Pluchea_baccharis
2368,Garberia_heterophylla
2369,Trilisa_odoratissima
2370,Carphephorus_paniculatus
2371,Carphephorus_corymbosus
2372,Liatris_squarrosa
2373,Liatris_pauciflora
2374,Liatris_tenuifolia
2375,Liatris_spicata
2376,Liatris_gracilis
2377,Eupatorium_perfoliatum
2378,Eupatorium_leptophyllum
2379,Eupatorium_compositifolium
2380,Eupatorium_capillifolium
2381,Eupatorium_album
2382,Eupatorium_rotundifolium_var._rotundifolium
2383,Eupatorium_cannabinum
2384,Eupatorium_fortunei
2385,Eupatorium_chinense
2386,Eupatorium_japonicum
2387,Eupatorium_lindleyanum
2388,Eupatorium_mohrii
2389,Eupatorium_fistulosum
2390,Eupatorium_mohrii
2391,Eutrochium_fistulosum
2392,Eupatorium_purpureum
2393,Eupatorium_maculatum
2394,Ageratum_conyzoides
2395,Adenostemma_lavenia
2396,Mikania_scandens
2397,Eupatorium_rugosum
2398,Eupatorium_aromaticum
2399,Ageratina_jucunda
2400,Eupatorium_mohrii
2401,Conoclinium_coelestinum
2402,Palafoxia_integrifolia
2403,Helenium_amarum
2404,Helenium_autumnale
2405,Balduina_angustifolia
2406,Pectis_prostrata
2407,Tagetes_erecta
2408,Smallanthus_uvedalia
2409,Sigesbeckia_glabrescens
2410,Sigesbeckia_pubescens
2411,Sigesbeckia_orientalis
2412,Galinsoga_parviflora
2413,Galinsoga_quadriradiata
2414,Tetragonotheca_helianthoides
2415,Helianthus_tuberosus
2416,Helianthus_microcephalus
2417,Helianthus_resinosus
2418,Helianthus_strumosus
2419,Helianthus_divaricatus
2420,Helianthus_atrorubens
2421,Helianthus_angustifolius
2422,Helianthus_annuus
2423,Helianthus_radula
2424,Phoebanthus_grandiflorus
2425,Xanthium_strumarium
2426,Xanthium_sibiricum
2427,Ambrosia_artemisiifolia
2428,Ambrosia_psilostachya
2429,Spilanthes_paniculata
2430,Acmella_oppositifolia_var._repens
2431,Berlandiera_subacaulis
2432,Eclipta_prostrata
2433,Calyptocarpus_vialis
2434,Rudbeckia_mollis
2435,Rudbeckia_laciniata
2436,Rudbeckia_hirta
2437,Zinnia_violacea
2438,Verbesina_heterophylla
2439,Silphium_compositum
2440,Coreopsis_major_var._stellata
2441,Bidens_cernuus
2442,Bidens_connatus
2443,Bidens_maximowicziana
2444,Bidens_pilosa
2445,Bidens_alba
2446,Bidens_vulgata
2447,Bidens_bipinnata
2448,Bidens_biternata
2449,Bidens_parviflora
2450,Bidens_tripartita
2451,Bidens_cernua
2452,Bidens_mitis
2453,Bidens_frondosa
2454,Coreopsis_auriculata
2455,Coreopsis_tinctoria
2456,Coreopsis_lanceolata
2457,Coreopsis_pubescens
2458,Coreopsis_major
2459,Cosmos_bipinnatus
2460,Dahlia_pinnata
2461,Centipeda_minima
2462,Pseudognaphalium_obtusifolium
2463,Gnaphalium_helleri
2464,Pseudognaphalium_affine
2465,Pseudognaphalium_hypoleucum
2466,Pseudognaphalium_adnatum
2467,Anaphalis_margaritacea_var._japonica
2468,Anaphalis_sinica
2469,Anaphalis_hancockii
2470,Anaphalis_margaritacea
2471,Euchiton_japonicus
2472,Leontopodium_lingianum
2473,Leontopodium_leontopodioides
2474,Leontopodium_japonicum
2475,Facelis_retusa
2476,Gamochaeta_antillana
2477,Gnaphalium_pensylvanicum
2478,Gamochaeta_purpurea
2479,Antennaria_neglecta
2480,Antennaria_solitaria
2481,Antennaria_plantaginifolia
2482,Gnaphalium_capense
2483,Gnaphalium_uliginosum
2484,Oclemena_acuminata
2485,Oclemena_nemoralis
2486,Conyza_japonica
2487,Conyza_bonariensis
2488,Conyza_sumatrensis
2489,Erigeron_canadensis
2490,Erigeron_vernus
2491,Erigeron_pulchellus
2492,Erigeron_acris
2493,Erigeron_annuus
2494,Erigeron_strigosus
2495,Erigeron_quercifolius
2496,Solidago_canadensis
2497,Solidago_gigantea
2498,Solidago_juncea
2499,Solidago_erecta
2500,Solidago_bicolor
2501,Solidago_rugosa
2502,Solidago_rugosa_var._rugosa
2503,Solidago_curtisii
2504,Solidago_nemoralis
2505,Solidago_caesia
2506,Solidago_arguta
2507,Solidago_roanensis
2508,Solidago_flexicaulis
2509,Solidago_virgaurea
2510,Solidago_uliginosa
2511,Solidago_petiolaris
2512,Solidago_odora
2513,Solidago_latissimifolia
2514,Solidago_puberula
2515,Solidago_odora_subsp._chapmanii
2516,Solidago_brachyphylla
2517,Solidago_stricta
2518,Solidago_altissima
2519,Solidago_arguta_var._caroliniana
2520,Sericocarpus_tortifolius
2521,Euthamia_graminifolia
2522,Euthamia_caroliniana
2523,Aster_divaricatus
2524,Eurybia_chlorolepis
2525,Eurybia_sibirica
2526,Eurybia_macrophylla
2527,Symphyotrichum_concolor_var._concolor
2528,Symphyotrichum_puniceum
2529,Symphyotrichum_lateriflorum
2530,Aster_fragilis
2531,Symphyotrichum_undulatum
2532,Symphyotrichum_elliottii
2533,Aster_laevis
2534,Symphyotrichum_novi-belgii
2535,Symphyotrichum_subulatum_var._ligulatum
2536,Symphyotrichum_novae-angliae
2537,Symphyotrichum_retroflexum
2538,Aster_ericoides
2539,Symphyotrichum_patens
2540,Symphyotrichum_pilosum
2541,Symphyotrichum_cordifolium
2542,Symphyotrichum_dumosum
2543,Symphyotrichum_walteri
2544,Symphyotrichum_subulatum
2545,Boltonia_diffusa
2546,Heterotheca_subaxillaris
2547,Croptilon_divaricatum
2548,Pityopsis_graminifolia
2549,Pityopsis_graminifolia_var._latifolia
2550,Chrysopsis_gossypina
2551,Heterotheca_mariana
2552,Chrysopsis_mariana
2553,Ionactis_linariifolia
2554,Doellingeria_umbellata
2555,Doellingeria_infirma
2556,Baccharis_halimifolia
2557,Aster_altaicus
2558,Aster_ageratoides
2559,Aster_incisus
2560,Aster_indicus
2561,Aster_pekinensis
2562,Aster_tataricus
2563,Aster_maackii
2564,Aster_turbinatus
2565,Aster_alpinus
2566,Aster_scaber
2567,Aster_dumosus
2568,Sericocarpus_asteroides
2569,Aster_panduratus
2570,Sheareria_nana
2571,Callistephus_chinensis
2572,Kalimeris_shimadae
2573,Sericocarpus_linifolius
2574,Dichrocephala_auriculata
2575,Achillea_ptarmicoides
2576,Achillea_millefolium
2577,Achillea_alpina
2578,Achillea_wilsoniana
2579,Achillea_ptarmica
2580,Matricaria_matricarioides
2581,Tanacetum_vulgare
2582,Anthemis_cotula
2583,Leucanthemum_vulgare
2584,Artemisia_keiskeana
2585,Artemisia_eriopoda
2586,Artemisia_manshurica
2587,Artemisia_japonica
2588,Artemisia_scoparia
2589,Artemisia_subdigitata
2590,Artemisia_apiacea
2591,Artemisia_capillaris
2592,Artemisia_annua
2593,Artemisia_sacrorum
2594,Artemisia_gmelinii
2595,Artemisia_afra
2596,Artemisia_atrovirens
2597,Artemisia_alba
2598,Artemisia_cana
2599,Artemisia_filifolia
2600,Artemisia_lagocephala
2601,Artemisia_deserti
2602,Artemisia_sieversiana
2603,Artemisia_princeps
2604,Artemisia_argyi
2605,Artemisia_indica
2606,Artemisia_sylvatica
2607,Artemisia_lavandulifolia
2608,Artemisia_mongolica
2609,Artemisia_stolonifera
2610,Artemisia_vulgaris
2611,Artemisia_lactiflora
2612,Artemisia_roxburghiana
2613,Artemisia_anomala
2614,Artemisia_igniaria
2615,Artemisia_splendens
2616,Artemisia_rubripes
2617,Artemisia_brachyloba
2618,Artemisia_dentata
2619,Chrysanthemum_zawadskii
2620,Chrysanthemum_oreastrum
2621,Chrysanthemum_indicum
2622,Chrysanthemum_chanetii
2623,Chrysanthemum_lavandulifolium
2624,Chrysanthemum_x_morifolium
2625,Chrysanthemum_leucanthemum
2626,Dendranthema_naktongensis
2627,Soliva_sessilis
2628,Parasenecio_hosoianus
2629,Parasenecio_rubescens
2630,Senecio_ainsliaeiflorus
2631,Senecio_dubitabilis
2632,Senecio_scandens_var._incisus
2633,Senecio_coronatus
2634,Senecio_vulgaris
2635,Senecio_ctenophyllus
2636,Senecio_nemorensis
2637,Senecio_pinifolius
2638,Senecio_scandens
2639,Emilia_sonchifolia
2640,Jacobaea_cannabifolia
2641,Jacobaea_cannabifolia_var._integrifolia
2642,Jacobaea_argunensis
2643,Crassocephalum_crepidioides
2644,Erechtites_hieraciifolius
2645,Senecio_aureus
2646,Senecio_obovatus
2647,Senecio_smallii
2648,Senecio_pauperculus
2649,Ligularia_intermedia
2650,Ligularia_stenocephala
2651,Ligularia_veitchiana
2652,Ligularia_fischeri
2653,Ligularia_dentata
2654,Ligularia_sibirica
2655,Ligularia_hodgsonii
2656,Ligularia_japonica
2657,Ligularia_mongolica
2658,Ligularia_nelumbifolia
2659,Sinosenecio_globiger
2660,Sinosenecio_oldhamianus
2661,Sinosenecio_eriopodus
2662,Sinosenecio_cyclaminifolius
2663,Tephroseris_phaeantha
2664,Tephroseris_pierotii
2665,Tephroseris_kirilowii
2666,Tephroseris_rufa
2667,Syneilesis_aconitifolia
2668,Farfugium_japonicum
2669,Sinacalia_tangutica
2670,Tussilago_farfara
2671,Petasites_tricholobus
2672,Petasites_japonicus
2673,Petasites_frigidus
2674,Cacalia_atriplicifolia
2675,Arnoglossum_reniforme
2676,Arnoglossum_floridanum
2677,Arnoglossum_atriplicifolium
2678,Ainsliaea_henryi
2679,Ainsliaea_fragrans
2680,Ainsliaea_grossedentata
2681,Ainsliaea_macroclinidioides
2682,Ainsliaea_gracilis
2683,Ainsliaea_glabra
2684,Myripnois_dioica
2685,Pertya_sinensis
2686,Klaseopsis_chinensis
2687,Centaurea_biebersteinii
2688,Serratula_sp
2689,Serratula_coronata
2690,Klasea_centauroides
2691,Saussurea_iodostegia
2692,Saussurea_baicalensis
2693,Saussurea_longifolia
2694,Saussurea_chinensis
2695,Saussurea_amurensis
2696,Saussurea_hwangshanensis
2697,Saussurea_japonica
2698,Saussurea_sinuata
2699,Saussurea_alata
2700,Saussurea_pulchella
2701,Saussurea_maximowiczii
2702,Saussurea_umbrosa
2703,Saussurea_grandifolia
2704,Saussurea_manshurica
2705,Saussurea_neoserrata
2706,Saussurea_pectinata
2707,Saussurea_muliensis
2708,Saussurea_spicata
2709,Saussurea_pinetorum
2710,Saussurea_phaeantha
2711,Saussurea_tangutica
2712,Saussurea_alpina
2713,Saussurea_dielsiana
2714,Saussurea_costus
2715,Himalaiella_nivea
2716,Himalaiella_deltoidea
2717,Hemisteptia_lyrata
2718,Arctium_lappa
2719,Arctium_minus
2720,Cirsium_vulgare
2721,Cirsium_arvense
2722,Cirsium_setosum
2723,Cirsium_japonicum
2724,Cirsium_lineare
2725,Cirsium_discolor
2726,Cirsium_horridulum
2727,Cirsium_nuttallii
2728,Cirsium_carolinianum
2729,Cirsium_fargesii
2730,Cirsium_vlassovianum
2731,Cirsium_pendulum
2732,Carduus_crispus
2733,Synurus_deltoides
2734,Cephalonoplos_segetum
2735,Atractylodes_macrocephala
2736,Atractylodes_lancea
2737,Echinops_latifolius
2738,Gerbera_piloselloides
2739,Leibnitzia_anandria
2740,Adenocaulon_himalaicum
2741,Peracarpa_carnosa
2742,Campanula_divaricata
2743,Campanula_rapanunculoides
2744,Campanula_glomerata
2745,Campanula_punctata
2746,Asyneuma_japonicum
2747,Adenophora_remotiflora
2748,Adenophora_grandiflora
2749,Adenophora_pereskiifolia
2750,Adenophora_elata
2751,Adenophora_sinensis
2752,Adenophora_hubeiensis
2753,Adenophora_paniculata
2754,Adenophora_capillaris
2755,Adenophora_petiolata
2756,Adenophora_trachelioides
2757,Adenophora_wawreana
2758,Adenophora_triphylla
2759,Adenophora_divaricata
2760,Adenophora_polyantha
2761,Adenophora_stricta
2762,Adenophora_coronopifolia
2763,Adenophora_hunanensis
2764,Campanula_aparinoides
2765,Wahlenbergia_marginata
2766,Codonopsis_lanceolata
2767,Codonopsis_pilosula
2768,Codonopsis_ussuriensis
2769,Codonopsis_javanica
2770,Codonopsis_pilosula_subsp._tangshen
2771,Platycodon_grandiflorus
2772,Lobelia_puberula
2773,Lobelia_inflata
2774,Lobelia_sessilifolia
2775,Lobelia_spicata
2776,Lobelia_glandulosa
2777,Lobelia_amoena
2778,Lobelia_paludosa
2779,Lobelia_cardinalis
2780,Lobelia_siphilitica
2781,Lobelia_chinensis
2782,Triodanis_perfoliata
2783,Sambucus_canadensis
2784,Sambucus_javanica
2785,Sambucus_chinensis
2786,Sambucus_latipinna
2787,Sambucus_racemosa
2788,Sambucus_williamsii
2789,Sambucus_racemosa_subsp._sieboldiana
2790,Sambucus_manshurica
2791,Sambucus_buergeriana
2792,Sambucus_pubens
2793,Sambucus_nigra_subsp._canadensis
2794,Sambucus_nigra
2795,Adoxa_moschatellina
2796,Viburnum_nudum
2797,Viburnum_cassinoides
2798,Viburnum_rufidulum
2799,Viburnum_prunifolium
2800,Viburnum_burejaeticum
2801,Viburnum_rhytidophyllum
2802,Viburnum_mongolicum
2803,Viburnum_utile
2804,Viburnum_macrocephalum
2805,Viburnum_lantanoides
2806,Viburnum_sympodiale
2807,Viburnum_plicatum_var._tomentosum
2808,Viburnum_henryi
2809,Viburnum_opulus
2810,Viburnum_opulus_var._sargentii
2811,Viburnum_koreanum
2812,Viburnum_acerifolium
2813,Viburnum_cylindricum
2814,Viburnum_sempervirens_var._trichophorum
2815,Viburnum_erosum
2816,Viburnum_setigerum
2817,Viburnum_betulifolium
2818,Viburnum_melanocarpum
2819,Viburnum_dilatatum
2820,Viburnum_lancifolium
2821,Viburnum_fordiae
2822,Viburnum_propinquum
2823,Viburnum_dentatum_var._lucidum
2824,Viburnum_dentatum
2825,Viburnum_chinshanense
2826,Viburnum_hengshanicum
2827,Diervilla_sessilifolia
2828,Diervilla_lonicera
2829,Weigela_japonica_var._sinica
2830,Weigela_praecox
2831,Weigela_floribunda
2832,Patrinia_intermedia
2833,Patrinia_heterophylla
2834,Patrinia_scabra
2835,Patrinia_scabiosifolia
2836,Patrinia_villosa
2837,Patrinia_monandra
2838,Patrinia_rupestris
2839,Valeriana_jatamansi
2840,Valeriana_officinalis
2841,Valeriana_amurensis
2842,Lomelosia_isetensis
2843,Dipsacus_japonicus
2844,Dipsacus_asperoides
2845,Scabiosa_comosa
2846,Triplostegia_glandulifera
2847,Linnaea_borealis
2848,Abelia_parvifolia
2849,Abelia_engleriana
2850,Abelia_uniflora
2851,Abelia_chinensis
2852,Zabelia_dielsii
2853,Lonicera_villosa
2854,Lonicera_elisae
2855,Lonicera_pampaninii
2856,Lonicera_subhispida
2857,Lonicera_caerulea_var._edulis
2858,Lonicera_canadensis
2859,Lonicera_tangutica
2860,Lonicera_inconspicua
2861,Lonicera_chrysantha
2862,Lonicera_ruprechtiana
2863,Lonicera_morrowii
2864,Lonicera_maackii
2865,Lonicera_modesta
2866,Lonicera_maximowiczii
2867,Lonicera_nigra
2868,Lonicera_similis
2869,Lonicera_acuminata
2870,Lonicera_macranthoides
2871,Lonicera_hypoglauca
2872,Lonicera_henryi
2873,Lonicera_japonica_var._chinensis
2874,Lonicera_japonica
2875,Lonicera_gynochlamydea
2876,Lonicera_hemsleyana
2877,Lonicera_pileata
2878,Lonicera_hispida
2879,Lonicera_praeflorens
2880,Lonicera_tragophylla
2881,Lonicera_sempervirens
2882,Lonicera_dioica
2883,Triosteum_perfoliatum
2884,Triosteum_himalayanum
2885,Symphoricarpos_orbiculatus
2886,Symphoricarpos_albus_var._laevigatus
2887,Gamblea_ciliata
2888,Gamblea_ciliata_var._evodiifolia
2889,Dendropanax_dentiger
2890,Eleutherococcus_sessiliflorus
2891,Eleutherococcus_simonii
2892,Eleutherococcus_trifoliatus
2893,Eleutherococcus_setchuenensis
2894,Eleutherococcus_nodiflorus
2895,Eleutherococcus_senticosus
2896,Eleutherococcus_henryi
2897,Eleutherococcus_leucorrhizus
2898,Macropanax_rosthornii
2899,Kalopanax_septemlobus
2900,Hedera_sinensis
2901,Fatsia_japonica
2902,Tetrapanax_papyrifer
2903,Schefflera_delavayi
2904,Aralia_henryi
2905,Aralia_continentalis
2906,Aralia_cordata
2907,Aralia_racemosa
2908,Aralia_chinensis
2909,Aralia_dasyphylloides
2910,Aralia_spinosa
2911,Aralia_echinocaulis
2912,Aralia_elata
2913,Aralia_hispida
2914,Aralia_dasyphylla
2915,Panax_ginseng
2916,Panax_quinquefolius
2917,Panax_japonicus
2918,Panax_trifolius
2919,Aralia_houheensis
2920,Aralia_nudicaulis
2921,Hydrocotyle_nepalensis
2922,Hydrocotyle_javanica
2923,Hydrocotyle_ramiflora
2924,Hydrocotyle_sibthorpioides
2925,Hydrocotyle_americana
2926,Hydrocotyle_verticillata
2927,Hydrocotyle_umbellata
2928,Centella_asiatica
2929,Ligusticum_nullivittatum
2930,Sphallerocarpus_gracilis
2931,Torilis_scabra
2932,Torilis_japonica
2933,Daucus_carota_subsp._sativus
2934,Daucus_carota
