"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"CN",1382,26.5000824614586,28.4373648203763,0.615415534943236,2,-3.14792566797377,0.002,999,3.14792566797377
"US",460,39.7801956645804,42.4510419475113,2.213888276521,113,-1.20640517918456,0.113,999,1.20640517918456
