"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"CN",3403,23.2327728273952,24.0355560939722,0.357786622426749,19,-2.24374869337465,0.019,999,2.24374869337465
"US",1722,26.1094636354433,30.0009030397718,0.761192711230351,1,-5.11229199506999,0.001,999,5.11229199506999
