"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"CN",1382,266.850528162735,271.56801941975,1.9172638431802,11,-2.46053315707968,0.011,999,2.46053315707968
"US",460,286.05890083775,271.715413054558,5.90255961486548,995,2.4300453903199,0.995,999,-2.4300453903199
