,ntaxa,mntd.obs,mntd.rand.mean,mntd.rand.sd,mntd.obs.rank,mntd.obs.z,mntd.obs.p,runs,NTI
Woody,1795,26.01560699,30.07001888,0.770218761,1,-5.26397447,0.001,999,5.26397447
Herb,3511,19.60654399,23.98840433,0.369424234,1,-11.86132348,0.001,999,11.86132348
