,ntaxa,mntd.obs,mntd.rand.mean,mntd.rand.sd,mntd.obs.rank,mntd.obs.z,mntd.obs.p,runs,NTI
dis,383,24.42087995,54.85923772,2.802868327,1,-10.85971734,0.001,999,10.85971734
non_dis,4923,21.45012312,21.56840423,0.139146361,207,-0.850048205,0.207,999,0.850048205
