"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"CN",3666,257.036777334147,256.991856998959,0.870300241899498,514,0.0516147566381043,0.514,999,-0.0516147566381043
"US",1850,255.806340147839,256.987330297794,1.75241365598295,258,-0.673922019451732,0.258,999,0.673922019451732
