"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"CN",3666,22.8435831071519,23.6710756395073,0.339328548664164,7,-2.43861748624755,0.007,999,2.43861748624755
"US",1850,26.7969614157803,29.7295420871075,0.741930872523988,1,-3.95263329769629,0.001,999,3.95263329769629
