"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"CN",263,28.6633562841386,29.0013950814093,1.90367244781733,425,-0.177571933479609,0.425,999,0.177571933479609
"US",128,54.4905286705425,42.6627131579252,4.4150041360241,995,2.67900440140215,0.995,999,-2.67900440140215
