"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"Woody",111,69.3049308335388,80.888560664849,6.56110027608065,39,-1.765501111687,0.039,999,1.765501111687
"Herb",270,39.0538262350049,52.1761689166842,2.24989668988453,1,-5.83242010207715,0.001,999,5.83242010207715
