"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"Woody",485,258.88989607674,254.441291939923,2.81669551651353,944,1.57936990730305,0.944,999,-1.57936990730305
"Herb",703,244.094630934691,254.703832935698,1.94055127026205,1,-5.46710729244177,0.001,999,5.46710729244177
