"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"Woody",189,59.8300429695281,65.9163274585735,4.53275182562517,89,-1.34273499260153,0.089,999,1.34273499260153
"Herb",560,30.3935030424851,39.9947750857852,1.20925083908191,1,-7.9398514625713,0.001,999,7.9398514625713
