"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"Woody",100,306.072594690505,271.684824226773,11.9123434314575,997,2.88673430728357,0.997,999,-2.88673430728357
"Herb",154,234.618774317666,272.042346125341,7.75709408767336,1,-4.82443185356536,0.001,999,4.82443185356536
