"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"Woody",181,57.2727628803499,69.6677620919916,4.62443817860665,4,-2.68032542179562,0.004,999,2.68032542179562
"Herb",352,39.7925919191301,51.8673405396792,2.07592996231559,1,-5.81654913207207,0.001,999,5.81654913207207
