"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"Woody",172,57.9794940379233,67.8870639012785,4.59190612204828,16,-2.15761594423358,0.016,999,2.15761594423358
"Herb",509,31.4294440529373,40.6824739215837,1.26960436570734,1,-7.2881207079744,0.001,999,7.2881207079744
