"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"Woody",181,39.0087022105729,61.754062642708,4.31512634299057,1,-5.27107635424914,0.001,999,5.27107635424914
"Herb",592,32.0149587008203,35.9494162979887,1.107585315861,1,-3.55228400090327,0.001,999,3.55228400090327
