"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"Woody",485,41.4104129763567,48.4024619748667,1.98053033243042,1,-3.53039228130862,0.001,999,3.53039228130862
"Herb",703,31.0895398089872,40.7505476890144,1.30111289545926,1,-7.42518801692234,0.001,999,7.42518801692234
