"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"Woody",100,63.1764804200001,81.0334775718613,6.05681235071261,3,-2.94825002292836,0.003,999,2.94825002292836
"Herb",154,55.9258394288419,67.7181729919527,3.73661275610582,3,-3.15588859023231,0.003,999,3.15588859023231
