"","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"Woody",172,8349.87639313071,8999.94088227072,404.235930129804,55,-1.60813139230664,0.055,999
"Herb",509,14304.0346660006,17619.3430080882,283.12060596892,1,-11.7098800729874,0.001,999
