"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"Woody",181,296.288148126768,257.729445161489,7.45046440426198,1000,5.17534221668414,1,999,-5.17534221668414
"Herb",592,240.385583924861,257.804845890748,2.27425332177428,1,-7.65933231760523,0.001,999,7.65933231760523
