"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"Woody",111,279.977604737471,259.684680282255,8.63053174833624,980,2.35129480395316,0.98,999,-2.35129480395316
"Herb",270,244.102804246958,259.652860748553,3.5489693556686,1,-4.38156967367374,0.001,999,4.38156967367374
