"","Acer_pensylvanicum","Acer_rubrum","Acer_saccharum","Acer_spicatum","Achillea_millefolium","Actaea_brachypoda","Actaea_pachypoda","Actaea_racemosa","Aesculus_flava","Aesculus_sylvatica","Ageratina_altissima","Agrimonia_gryposepala","Alnus_serrulata","Alyssum_alyssoides","Amelanchier_arborea","Amelanchier_laevis","Amianthium_muscitoxicum","Amphicarpaea_bracteata","Anemone_hepatica_var._acuta","Anemone_lancifolia","Anemone_quinquefolia","Anemone_virginiana","Angelica_triquinata","Aphyllon_uniflorum","Apios_americana","Apocynum_androsaemifolium","Aralia_nudicaulis","Aralia_racemosa","Arctium_minus","Arenaria_serpyllifolia","Arenaria_serpyllifolia_subsp._leptoclados","Arisaema_triphyllum","Aristolochia_macrophylla","Aronia_melanocarpa","Aruncus_dioicus","Asarum_canadense","Asarum_virginicum","Asclepias_exaltata","Asclepias_syriaca","Astragalus_canadensis","Barbarea_vulgaris","Betula_alleghaniensis","Betula_lenta","Betula_nigra","Boykinia_aconitifolia","Boykinia_acontifolia","Brachyelytrum_aristosum","Brassica_sp","Bromus_commutatus","Callitriche_heterophylla","Campanula_americana","Campanula_divaricata","Campanula_rapunculoides","Cardamine_pensylvanica","Cardamine_rotundifolia","Carex_digitalis","Carex_frankii","Carex_gynandra","Carex_platyphylla","Carex_radiata","Carex_rosea","Carex_torta","Carex_tribuloides","Carpinus_caroliniana","Carya_glabra","Carya_ovata","Castanea_dentata","Caulophyllum_thalictroides","Centaurea_stoebe","Centaurea_stoebe_subsp._micranthos","Chaenorhinum_minus","Chamaelirium_luteum","Chenopodium_album","Chimaphila_maculata","Cichorium_intybus","Cicuta_maculata","Circaea_alpina","Circaea_lutetiana_subsp._canadensis","Cirsium_discolor","Cirsium_vulgare","Clematis_virginiana","Clinopodium_vulgare","Clintonia_borealis","Clintonia_umbellulata","Collinsonia_canadensis","Commelina_communis","Conium_maculatum","Conopholis_americana","Convallaria_majalis","Convallaria_pseudomajalis","Corallorhiza_bentleyi","Corallorhiza_maculata","Corallorhiza_odontorhiza","Coreopsis_major","Cornus_alternifolia","Cornus_amomum","Cornus_florida","Cornus_kousa","Corylus_cornuta","Crataegus_macrosperma","Cryptotaenia_canadensis","Cyperus_sp","Cypripedium_acaule","Cypripedium_parviflorum","Cypripedium_parviflorum_var._pubescens","Danthonia_spicata","Daucus_carota","Dianthus_armeria","Dicentra_canadensis","Dicentra_cucullaria","Dichanthelium_clandestinum","Dichanthelium_commutatum","Dichanthelium_dichotomum","Dichanthelium_latifolium","Dioscorea_villosa","Duchesnea_indica","Elaeagnus_umbellata","Elymus_hystrix","Epilobium_coloratum","Epipactis_helleborine","Erigeron_annuus","Erigeron_strigosus","Euonymus_alatus","Eupatorium_fistulosum","Eupatorium_perfoliatum","Eupatorium_serotinum","Eurybia_macrophylla","Euthamia_graminifolia","Eutrochium_fistulosum","Fagus_grandifolia","Fallopia_convolvulus","Fallopia_cristata","Fallopia_scandens","Festuca_subverticillata","Fragaria_virginiana","Fraxinus_americana","Galax_aphylla","Galax_urceolata","Galinsoga_parviflora","Galium_mollugo","Galium_tinctorium","Galium_triflorum","Gaultheria_procumbens","Gaylussacia_baccata","Gentiana_andrewsii","Gentiana_clausa","Geranium_maculatum","Geum_canadense","Glechoma_hederacea","Glyceria_acutiflora","Glyceria_striata","Goodyera_pubescens","Hamamelis_virginiana","Helianthus_decapetalus","Helianthus_hirsutus","Hepatica_nobilis","Heuchera_villosa","Houstonia_caerulea","Hydatica_petiolaris","Hydrangea_arborescens","Hydrophyllum_canadense","Hydrophyllum_virginianum","Hylodesmum_glutinosum","Hypericum_densiflorum","Hypericum_mutilum","Hypericum_perforatum","Hypericum_punctatum","Hypoxis_hirsuta","Ilex_collina","Ilex_montana","Ilex_opaca","Ilex_verticillata","Impatiens_capensis","Impatiens_pallida","Iris_verna","Jeffersonia_diphylla","Juglans_nigra","Juncus_effusus","Juncus_tenuis","Kalmia_latifolia","Laportea_canadensis","Lapsana_communis","Lathyrus_latifolius","Leucanthemum_vulgare","Lilium_superbum","Liparis_liliifolia","Liriodendron_tulipifera","Lobelia_cardinalis","Lobelia_inflata","Lycopus_rubellus","Lyonia_ligustrina","Lysimachia_borealis","Lysimachia_lanceolata","Lysimachia_prolifera","Lysimachia_quadrifolia","Magnolia_acuminata","Magnolia_tripetala","Maianthemum_canadense","Maianthemum_racemosum","Medeola_virginiana","Melilotus_albus","Melilotus_officinalis","Menispermum_canadense","Menziesia_pilosa","Micranthes_caroliniana","Micranthes_micranthidifolia","Micranthes_petiolaris","Microstegium_vimineum","Mitchella_repens","Mitella_diphylla","Monarda_clinopodia","Monarda_didyma","Monarda_fistulosa","Monotropa_hypopitys","Monotropa_uniflora","Nabalus_altissimus","Nyssa_sylvatica","Oclemena_acuminata","Oenothera_biennis","Orobanche_uniflora","Osmorhiza_berteroi","Osmorhiza_claytonii","Ostrya_virginiana","Oxalis_dillenii","Oxalis_montana","Oxalis_stricta","Oxydendrum_arboreum","Packera_aurea","Panicum_sp","Parnassia_asarifolia","Paronychia_canadensis","Parthenocissus_quinquefolia","Pedicularis_canadensis","Persicaria_longiseta","Persicaria_sagittata","Persicaria_virginiana","Phleum_pratense","Phlox_divaricata","Physalis_longifolia","Physalis_longifolia_var._subglabrata","Phytolacca_americana","Picea_rubens","Pilea_pumila","Pilosella_caespitosa","Pilosella_officinarum","Pinus_pungens","Pinus_rigida","Pinus_strobus","Platanus_occidentalis","Poa_alsodes","Poa_cuspidata","Podophyllum_peltatum","Polygonatum_biflorum","Polygonatum_pubescens","Populus_sp","Potentilla_canadensis","Potentilla_retusa","Potentilla_simplex","Prosartes_lanuginosa","Prunella_vulgaris","Prunus_pensylvanica","Prunus_serotina","Pyrola_americana","Quercus_alba","Quercus_bicolor","Quercus_coccinea","Quercus_ilicifolia","Quercus_montana","Quercus_rubra","Quercus_velutina","Ranunculus_acris","Ranunculus_bulbosus","Ranunculus_recurvatus","Ranunculus_tuberosus","Rhododendron_calendulaceum","Rhododendron_catawbiense","Rhododendron_maximum","Rhododendron_periclymenoides","Rhododendron_pilosum","Rhus_aromatica","Rhus_typhina","Rhynchospora_capitellata","Ribes_rotundifolium","Robinia_pseudoacacia","Rosa_multiflora","Rubus_allegheniensis","Rubus_canadensis","Rubus_hispidus","Rubus_odoratus","Rubus_pensilvanicus","Rudbeckia_laciniata","Rumex_obtusifolius","Salix_humilis","Salvia_lyrata","Sambucus_canadensis","Sambucus_nigra","Sambucus_racemosa","Sambucus_racemosa_subsp._pubens","Sanguinaria_canadensis","Saponaria_officinalis","Sassafras_albidum","Scirpus_cyperinus","Scirpus_georgianus","Scutellaria_saxatilis","Scutellaria_serrata","Securigera_varia","Sedum_glaucophyllum","Sedum_ternatum","Silene_latifolia","Silene_stellata","Silene_virginica","Sisyrinchium_angustifolium","Sisyrinchium_mucronatum","Smallanthus_uvedalia","Smilax_herbacea","Smilax_rotundifolia","Solanum_carolinense","Solidago_arguta","Solidago_curtisii","Solidago_roanensis","Sorbus_americana","Spiraea_tomentosa","Sporobolus_vaginiflorus","Stellaria_media","Stellaria_pubera","Styrax_americanus","Symplocarpus_foetidus","Taraxacum_officinale","Taxus_canadensis","Teucrium_canadense","Thalictrum_coriaceum","Tiarella_cordifolia","Tilia_americana","Toxicodendron_radicans","Tradescantia_virginiana","Tragopogon_dubius","Trautvetteria_caroliniensis","Triadenum_fraseri","Trientalis_borealis","Trifolium_pratense","Trillium_erectum","Trillium_grandiflorum","Trillium_sulcatum","Trillium_undulatum","Tsuga_canadensis","Tsuga_caroliniana","Tussilago_farfara","Typha_latifolia","Ulmus_rubra","Uvularia_grandiflora","Uvularia_perfoliata","Uvularia_sessilifolia","Vaccinium_altomontanum","Vaccinium_angustifolium","Vaccinium_corymbosum","Vaccinium_erythrocarpum","Vaccinium_fuscatum","Vaccinium_pallidum","Vaccinium_stamineum","Veratrum_parviflorum","Veratrum_viride","Verbena_urticifolia","Vernonia_noveboracensis","Veronica_officinalis","Viburnum_acerifolium","Viburnum_alnifolium","Viburnum_dentatum","Viburnum_lantanoides","Viburnum_nudum","Viburnum_prunifolium","Viburnum_rufidulum","Viola_blanda","Viola_cucullata","Viola_hastata","Viola_palustris","Viola_rotundifolia","Viola_sororia","Viola_striata","Vitis_baileyana","Vitis_cinerea","Zizia_trifoliata"
"Woody","1","1","1","1","0","0","0","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","1","0"
"Herb","0","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","0","0","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","1","0","1","1","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","1"
