"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"Woody",172,257.195803714284,249.717805692753,4.83583174887386,914,1.54637266345602,0.914,999,-1.54637266345602
"Herb",509,240.637129774629,249.610408807221,1.63506573762166,1,-5.48802340243759,0.001,999,5.48802340243759
