"","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"Woody",189,9521.90409735361,9427.75792566693,395.584678784727,580,0.237992462134548,0.58,999
"Herb",560,14651.8779997676,18671.9161991445,292.113236628674,1,-13.7619172817119,0.001,999
