"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"Woody",586,39.0944777505269,45.2192232841082,1.61019851041847,1,-3.80372077973767,0.001,999,3.80372077973767
"Herb",623,33.9471248220981,44.1611310888292,1.47933888216986,1,-6.90443980742903,0.001,999,6.90443980742903
