"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"Woody",218,289.417009834423,257.543471461387,6.6547887510041,1000,4.78956426201009,1,999,-4.78956426201009
"Herb",679,238.700497313191,257.615070839576,2.13502127925731,1,-8.85919672564789,0.001,999,8.85919672564789
