"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"Woody",686,267.840987173106,258.192397723661,2.81569822531126,1000,3.4267129064862,1,999,-3.4267129064862
"Herb",873,243.692562710196,258.263609197041,2.20821952980604,1,-6.59854977739656,0.001,999,6.59854977739656
