"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"Woody",218,44.4332784870537,59.6962116637905,3.73566415811805,1,-4.08573483340805,0.001,999,4.08573483340805
"Herb",679,31.0545415093355,36.2170228285876,0.998979158185469,1,-5.167756781462,0.001,999,5.167756781462
