"","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"Woody",181,8795.03709590119,9590.11347094394,372.862841619648,28,-2.13235615431424,0.028,999
"Herb",352,11636.7521320835,14703.417298743,314.088995312517,1,-9.76368230796582,0.001,999
