BART,CBS,CWHL,DLS,GTS,HARV,MLBS,OSBS,SNJ,TALL,TMS
BART,0,1.04185743411582,0.804664875375057,1.05424649720477,1.06334181876871,0.638016870677499,0.66945167250389,1.01228639790628,1.06477297609332,0.923143139233962,1.06524722666739
CBS,1.04185743411582,0,1.11059644288074,0.798125005871099,1.16463590637773,1.07321567641486,1.06496588549392,1.1110768157846,1.17798359354327,1.10459321886517,1.10645422116528
CWHL,0.804664875375057,1.11059644288074,0,1.10098692354021,1.11997280842066,0.61962431320657,0.576237915554924,0.904743353662087,1.13215072463768,0.658001804676045,1.10750138170125
DLS,1.05424649720477,0.798125005871099,1.10098692354021,0,1.10199951400999,1.10351187274264,1.06152678438385,1.09477235582105,1.07988518943743,1.0744571181537,1.0771055985881
GTS,1.06334181876871,1.16463590637773,1.11997280842066,1.10199951400999,0,1.16972267464255,1.07796608007115,1.11779871372429,0.911688223856623,1.13250397271068,0.55545872491276
HARV,0.638016870677499,1.07321567641486,0.61962431320657,1.10351187274264,1.16972267464255,0,0.627855980125293,0.988242910507316,1.17772267785619,0.858437850588269,1.15575548314935
MLBS,0.66945167250389,1.06496588549392,0.576237915554924,1.06152678438385,1.07796608007115,0.627855980125293,0,0.954679668730334,1.07363953672854,0.793507949288748,1.07607434464976
OSBS,1.01228639790628,1.1110768157846,0.904743353662087,1.09477235582105,1.11779871372429,0.988242910507316,0.954679668730334,0,1.12761798056677,0.68126093164197,1.10838625467507
SNJ,1.06477297609332,1.17798359354327,1.13215072463768,1.07988518943743,0.911688223856623,1.17772267785619,1.07363953672854,1.12761798056677,0,1.14047536231884,0.875182837640176
TALL,0.923143139233962,1.10459321886517,0.658001804676045,1.0744571181537,1.13250397271068,0.858437850588269,0.793507949288748,0.68126093164197,1.14047536231884,0,1.12914635984525
TMS,1.06524722666739,1.10645422116528,1.10750138170125,1.0771055985881,0.55545872491276,1.15575548314935,1.07607434464976,1.10838625467507,0.875182837640176,1.12914635984525,0
