BART,CBS,CWHL,DLS,GTS,HARV,MLBS,OSBS,SNJ,TALL,TMS
BART,0,1.00566713256937,0.978604157042104,1.00563331496797,1.00246063014394,0.976534374162485,0.893412640351156,1.00159133871799,1.00338858495958,1.00545601865361,1.00282732015604
CBS,1.00566713256937,0,1.16236452127992,0.809204821115011,1.06971094332452,1.11970879839739,1.03333678828184,1.20371467830829,1.06474726772608,1.09980050993248,1.01499363049809
CWHL,0.978604157042104,1.16236452127992,0,1.14673657230009,1.12275687894653,0.801870367717432,0.850960340165717,1.032268187828,1.15690620974748,0.823178695023698,1.12953267861391
DLS,1.00563331496797,0.809204821115011,1.14673657230009,0,0.98217918147696,1.12267446574523,1.02942236226703,1.16715474554966,0.963061636890215,1.09346491040315,0.932953782758044
GTS,1.00246063014394,1.06971094332452,1.12275687894653,0.98217918147696,0,1.14264874565311,1.0242966908488,1.11701918262236,0.740627886544709,1.08148585985564,0.518338744772
HARV,0.976534374162485,1.11970879839739,0.801870367717432,1.12267446574523,1.14264874565311,0,0.894429452946615,1.06102291517428,1.17666247947593,1.00278942915229,1.1430749371821
MLBS,0.893412640351156,1.03333678828184,0.850960340165717,1.02942236226703,1.0242966908488,0.894429452946615,0,1.00790589067384,1.02825413580405,0.95276557446269,1.02668099807596
OSBS,1.00159133871799,1.20371467830829,1.032268187828,1.16715474554966,1.11701918262236,1.06102291517428,1.00790589067384,0,1.1785222775223,0.899359433606341,1.13666380640761
SNJ,1.00338858495958,1.06474726772608,1.15690620974748,0.963061636890215,0.740627886544709,1.17666247947593,1.02825413580405,1.1785222775223,0,1.08623253968694,0.732680316146484
TALL,1.00545601865361,1.09980050993248,0.823178695023698,1.09346491040315,1.08148585985564,1.00278942915229,0.95276557446269,0.899359433606341,1.08623253968694,0,1.08317049061715
TMS,1.00282732015604,1.01499363049809,1.12953267861391,0.932953782758044,0.518338744772,1.1430749371821,1.02668099807596,1.13666380640761,0.732680316146484,1.08317049061715,0
