"","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"disjun_sp",395,9451.62980002011,16954.3898549398,511.061059557413,1,-14.680750792121,0.001,999
"Non_disjun",5213,83492.6006926862,84795.1556315483,306.275546602566,1,-4.25288585168159,0.001,999
