"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"Changbai",1140,253.775758734216,257.061625518308,2.24399069002806,76,-1.46429608585005,0.076,999,1.46429608585005
"Dongling",773,257.792105154469,257.057819070975,2.87327020233494,603,0.255557616160599,0.603,999,-0.255557616160599
"Gutian",1209,258.621302369894,257.068337103368,2.08055716172927,767,0.746417976440072,0.767,999,-0.746417976440072
"Shennong",1559,258.234696592281,257.025285250028,1.70034017654875,760,0.711276107530258,0.76,999,-0.711276107530258
"Tianmu",1188,254.598925841767,257.155979017013,2.08148806478676,119,-1.22847361870778,0.119,999,1.22847361870778
