"","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"Changbai",1140,27137.445534721,32108.2479375774,564.670959371088,1,-8.80300699081945,0.001,999
"Dongling",773,21442.53802131,25371.8451076952,549.052095700365,1,-7.15652871040052,0.001,999
"Gutian",1209,34376.2234488163,33262.2056597024,596.257915193432,964,1.8683488482539,0.964,999
"Shennong",1559,38795.0197657277,38873.7611806155,582.54331787407,439,-0.135168342802673,0.439,999
"Tianmu",1188,33253.2422672164,32917.638058379,568.329840251721,717,0.590509568684132,0.717,999
