"","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"Gymnosperms",76,2389.239813,5641.36352852869,365.163767759796,1,-8.9059320848829,0.001,999
"Angiosperms",5532,86493.4775408084,88099.149591502,130.91651894413,1,-12.2648544556769,0.001,999
