"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"Woody",1845,271.622761881985,256.601199241671,1.78276140784372,1000,8.42600842391083,1,999,-8.42600842391083
"Herb",3743,242.331602572892,256.50652480682,0.881696859628247,1,-16.0768659649129,0.001,999,16.0768659649129
