"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"Woody",1845,25.5262046531962,29.5749960744449,0.762355414684576,1,-5.31089744135138,0.001,999,5.31089744135138
"Herb",3743,19.0614059545498,23.2882928880188,0.341943310031534,1,-12.3613675409504,0.001,999,12.3613675409504
