Species,genus,family,order,group
Podocarpus_macrophyllus,Podocarpus,Podocarpaceae,Pinales,Gymnosperms
Nageia_nagi,Nageia,Podocarpaceae,Pinales,Gymnosperms
Cunninghamia_lanceolata,Cunninghamia,Cupressaceae,Pinales,Gymnosperms
Cryptomeria_japonica,Cryptomeria,Cupressaceae,Pinales,Gymnosperms
Taxodium_distichum,Taxodium,Cupressaceae,Pinales,Gymnosperms
Taxodium_distichum_var._imbricatum,Taxodium,Cupressaceae,Pinales,Gymnosperms
Juniperus_virginiana_var._silicicola,Juniperus,Cupressaceae,Pinales,Gymnosperms
Juniperus_virginiana,Juniperus,Cupressaceae,Pinales,Gymnosperms
Juniperus_chinensis,Juniperus,Cupressaceae,Pinales,Gymnosperms
Juniperus_communis,Juniperus,Cupressaceae,Pinales,Gymnosperms
Juniperus_formosana,Juniperus,Cupressaceae,Pinales,Gymnosperms
Juniperus_rigida,Juniperus,Cupressaceae,Pinales,Gymnosperms
Cupressus_leylandii,Cupressus,Cupressaceae,Pinales,Gymnosperms
Callitropsis_funebris,Callitropsis,Cupressaceae,Pinales,Gymnosperms
Platycladus_orientalis,Platycladus,Cupressaceae,Pinales,Gymnosperms
Thuja_occidentalis,Thuja,Cupressaceae,Pinales,Gymnosperms
Thuja_koraiensis,Thuja,Cupressaceae,Pinales,Gymnosperms
Metasequoia_glyptostroboides,Metasequoia,Cupressaceae,Pinales,Gymnosperms
Torreya_grandis,Torreya,Taxaceae,Pinales,Gymnosperms
Amentotaxus_argotaenia,Amentotaxus,Taxaceae,Pinales,Gymnosperms
Cephalotaxus_oliveri,Cephalotaxus,Taxaceae,Pinales,Gymnosperms
Cephalotaxus_sinensis,Cephalotaxus,Taxaceae,Pinales,Gymnosperms
Cephalotaxus_fortunei,Cephalotaxus,Taxaceae,Pinales,Gymnosperms
Taxus_cuspidata,Taxus,Taxaceae,Pinales,Gymnosperms
Taxus_canadensis,Taxus,Taxaceae,Pinales,Gymnosperms
Taxus_wallichiana_var._chinensis,Taxus,Taxaceae,Pinales,Gymnosperms
Larix_kaempferi,Larix,Pinaceae,Pinales,Gymnosperms
Larix_gmelinii,Larix,Pinaceae,Pinales,Gymnosperms
Larix_sp,Larix,Pinaceae,Pinales,Gymnosperms
Larix_gmelinii_var._principis-rupprechtii,Larix,Pinaceae,Pinales,Gymnosperms
Larix_gmelinii_var._olgensis,Larix,Pinaceae,Pinales,Gymnosperms
Larix_laricina,Larix,Pinaceae,Pinales,Gymnosperms
Pseudotsuga_sinensis,Pseudotsuga,Pinaceae,Pinales,Gymnosperms
Pinus_taiwanensis,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_tabuliformis,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_densiflora,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_resinosa,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_sylvestris,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_massoniana,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_banksiana,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_clausa,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_virginiana,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_palustris,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_rigida,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_taeda,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_pungens,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_elliottii,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_echinata,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_henryi,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_pumila,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_koraiensis,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_armandii,Pinus,Pinaceae,Pinales,Gymnosperms
Pinus_strobus,Pinus,Pinaceae,Pinales,Gymnosperms
Picea_mariana,Picea,Pinaceae,Pinales,Gymnosperms
Picea_rubens,Picea,Pinaceae,Pinales,Gymnosperms
Picea_pungens,Picea,Pinaceae,Pinales,Gymnosperms
Picea_abies,Picea,Pinaceae,Pinales,Gymnosperms
Picea_koraiensis,Picea,Pinaceae,Pinales,Gymnosperms
Picea_meyeri,Picea,Pinaceae,Pinales,Gymnosperms
Picea_obovata,Picea,Pinaceae,Pinales,Gymnosperms
Picea_glauca,Picea,Pinaceae,Pinales,Gymnosperms
Abies_holophylla,Abies,Pinaceae,Pinales,Gymnosperms
Abies_balsamea,Abies,Pinaceae,Pinales,Gymnosperms
Abies_fraseri,Abies,Pinaceae,Pinales,Gymnosperms
Abies_nephrolepis,Abies,Pinaceae,Pinales,Gymnosperms
Keteleeria_davidiana,Keteleeria,Pinaceae,Pinales,Gymnosperms
Pseudolarix_amabilis,Pseudolarix,Pinaceae,Pinales,Gymnosperms
Tsuga_canadensis,Tsuga,Pinaceae,Pinales,Gymnosperms
Tsuga_chinensis,Tsuga,Pinaceae,Pinales,Gymnosperms
Tsuga_caroliniana,Tsuga,Pinaceae,Pinales,Gymnosperms
Cedrus_deodara,Cedrus,Pinaceae,Pinales,Gymnosperms
Zamia_pumila,Zamia,Zamiaceae,Cycadales,Gymnosperms
Cycas_revoluta,Cycas,Cycadaceae,Cycadales,Gymnosperms
Ephedra_equisetina,Ephedra,Ephedraceae,Gnetales,Gymnosperms
Ephedra_monosperma,Ephedra,Ephedraceae,Gnetales,Gymnosperms
Ginkgo_biloba,Ginkgo,Ginkgoaceae,Ginkgoales,Gymnosperms
Vernicia_fordii,Vernicia,Euphorbiaceae,Malpighiales,Angiosperms
Vernicia_montana,Vernicia,Euphorbiaceae,Malpighiales,Angiosperms
Croton_sp,Croton,Euphorbiaceae,Malpighiales,Angiosperms
Croton_capitatus,Croton,Euphorbiaceae,Malpighiales,Angiosperms
Croton_glandulosus,Croton,Euphorbiaceae,Malpighiales,Angiosperms
Croton_michauxii,Croton,Euphorbiaceae,Malpighiales,Angiosperms
Croton_argyranthemus,Croton,Euphorbiaceae,Malpighiales,Angiosperms
Ditrysinia_fruticosa,Ditrysinia,Euphorbiaceae,Malpighiales,Angiosperms
Cnidoscolus_urens,Cnidoscolus,Euphorbiaceae,Malpighiales,Angiosperms
Cnidoscolus_urens_var._stimulosus,Cnidoscolus,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_helioscopia,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_pekinensis,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_pubentissima,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_sieboldiana,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_cyparissias,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_esula,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_lucorum,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_hylonoma,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_sikkimensis,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Chamaesyce_cowellii,Chamaesyce,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_heterophylla,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_corollata,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_hirta,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_prostrata,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_humifusa,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_maculata,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_nutans,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_hyssopifolia,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_hypericifolia,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_supina,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Euphorbia_paniculata,Euphorbia,Euphorbiaceae,Malpighiales,Angiosperms
Stillingia_sylvatica,Stillingia,Euphorbiaceae,Malpighiales,Angiosperms
Neoshirakia_japonica,Neoshirakia,Euphorbiaceae,Malpighiales,Angiosperms
Triadica_sebifera,Triadica,Euphorbiaceae,Malpighiales,Angiosperms
Mallotus_repandus,Mallotus,Euphorbiaceae,Malpighiales,Angiosperms
Mallotus_philippensis,Mallotus,Euphorbiaceae,Malpighiales,Angiosperms
Mallotus_apelta,Mallotus,Euphorbiaceae,Malpighiales,Angiosperms
Mallotus_nepalensis,Mallotus,Euphorbiaceae,Malpighiales,Angiosperms
Mallotus_stewardii,Mallotus,Euphorbiaceae,Malpighiales,Angiosperms
Mercurialis_leiocarpa,Mercurialis,Euphorbiaceae,Malpighiales,Angiosperms
Acalypha_australis,Acalypha,Euphorbiaceae,Malpighiales,Angiosperms
Acalypha_virginica,Acalypha,Euphorbiaceae,Malpighiales,Angiosperms
Acalypha_gracilens,Acalypha,Euphorbiaceae,Malpighiales,Angiosperms
Acalypha_rhomboidea,Acalypha,Euphorbiaceae,Malpighiales,Angiosperms
Tragia_urens,Tragia,Euphorbiaceae,Malpighiales,Angiosperms
Tragia_urticifolia,Tragia,Euphorbiaceae,Malpighiales,Angiosperms
Linum_virginianum,Linum,Linaceae,Malpighiales,Angiosperms
Linum_medium_var._texanum,Linum,Linaceae,Malpighiales,Angiosperms
Linum_stelleroides,Linum,Linaceae,Malpighiales,Angiosperms
Linum_medium,Linum,Linaceae,Malpighiales,Angiosperms
Linum_striatum,Linum,Linaceae,Malpighiales,Angiosperms
Leptopus_chinensis,Leptopus,Phyllanthaceae,Malpighiales,Angiosperms
Securinega_suffruticosa,Securinega,Phyllanthaceae,Malpighiales,Angiosperms
Phyllanthus_daltonii,Phyllanthus,Phyllanthaceae,Malpighiales,Angiosperms
Phyllanthus_matsumurae,Phyllanthus,Phyllanthaceae,Malpighiales,Angiosperms
Phyllanthus_tenellus,Phyllanthus,Phyllanthaceae,Malpighiales,Angiosperms
Phyllanthus_glaucus,Phyllanthus,Phyllanthaceae,Malpighiales,Angiosperms
Phyllanthus_ussuriensis,Phyllanthus,Phyllanthaceae,Malpighiales,Angiosperms
Phyllanthus_urinaria,Phyllanthus,Phyllanthaceae,Malpighiales,Angiosperms
Glochidion_wilsonii,Glochidion,Phyllanthaceae,Malpighiales,Angiosperms
Glochidion_puberum,Glochidion,Phyllanthaceae,Malpighiales,Angiosperms
Sauropus_androgynus,Sauropus,Phyllanthaceae,Malpighiales,Angiosperms
Flueggea_suffruticosa,Flueggea,Phyllanthaceae,Malpighiales,Angiosperms
Antidesma_japonicum,Antidesma,Phyllanthaceae,Malpighiales,Angiosperms
Antidesma_bunius,Antidesma,Phyllanthaceae,Malpighiales,Angiosperms
Elatine_brachysperma,Elatine,Elatinaceae,Malpighiales,Angiosperms
Elatine_minima,Elatine,Elatinaceae,Malpighiales,Angiosperms
Hypericum_fauriei,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_majus,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_boreale,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_japonicum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_mutilum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_gentianoides,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_canadense,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_buckleyi,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_stans,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_tetrapetalum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_ellipticum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_brachyphyllum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_fasciculatum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_ascyron,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_monogynum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_patulum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_attenuatum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_punctatum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_seniawinii,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_erectum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_perforatum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_stragulum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_drummondii,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_hypericoides,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_sampsonii,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Triadenum_breviflorum,Triadenum,Hypericaceae,Malpighiales,Angiosperms
Triadenum_sp,Triadenum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_walteri,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Triadenum_virginicum,Triadenum,Hypericaceae,Malpighiales,Angiosperms
Triadenum_fraseri,Triadenum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_densiflorum,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Hypericum_crux-andreae,Hypericum,Hypericaceae,Malpighiales,Angiosperms
Passiflora_lutea,Passiflora,Passifloraceae,Malpighiales,Angiosperms
Passiflora_incarnata,Passiflora,Passifloraceae,Malpighiales,Angiosperms
Passiflora_vitifolia,Passiflora,Passifloraceae,Malpighiales,Angiosperms
Piriqueta_cistoides,Piriqueta,Passifloraceae,Malpighiales,Angiosperms
Piriqueta_cistoides_subsp._caroliniana,Piriqueta,Passifloraceae,Malpighiales,Angiosperms
Salix_fargesii,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_subfragilis,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_rosmarinifolia,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_linearistipularis,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_polyadenia,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_cheilophila,Salix,Salicaceae,Malpighiales,Angiosperms
Chosenia_maximowiczii,Chosenia,Salicaceae,Malpighiales,Angiosperms
Salix_sp,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_moupinensis,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_starkeana,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_xerophila,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_disperma,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_sinica,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_cathayana,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_yanbianica,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_bebbiana,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_discolor,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_eriocephala,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_purpurea,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_raddeana,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_nummularia,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_myrtilloides,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_kangensis,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_integra,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_taraikensis,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_planifolia,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_siuzevii,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_rorida,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_arbutifolia,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_schwerinii,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_viminalis,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_caprea,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_gracilistyla,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_rotundifolia,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_reinii,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_triandra,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_mesnyi,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_alba,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_pentandra,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_babylonica,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_lucida,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_dunnii,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_rosthornii,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_matsudana,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_chienii,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_petiolaris,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_sericea,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_humilis,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_nigra,Salix,Salicaceae,Malpighiales,Angiosperms
Salix_caroliniana,Salix,Salicaceae,Malpighiales,Angiosperms
Populus_x_jackii,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_pseudosimonii,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_pseudomaximowiczii,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_sp,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_x_canadensis,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_deltoides,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_balsamifera,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_koreana,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_ussuriensis,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_maximowiczii,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_cathayana,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_tremuloides,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_tomentosa,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_davidiana,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_adenopoda,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_grandidentata,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_nigra,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_lasiocarpa,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_candicans,Populus,Salicaceae,Malpighiales,Angiosperms
Populus_simonii,Populus,Salicaceae,Malpighiales,Angiosperms
Xylosma_congesta,Xylosma,Salicaceae,Malpighiales,Angiosperms
Idesia_polycarpa,Idesia,Salicaceae,Malpighiales,Angiosperms
Viola_muehldorfii,Viola,Violaceae,Malpighiales,Angiosperms
Viola_appalachiensis,Viola,Violaceae,Malpighiales,Angiosperms
Viola_eamesii,Viola,Violaceae,Malpighiales,Angiosperms
Viola_brittoniana,Viola,Violaceae,Malpighiales,Angiosperms
Viola_concordifolia,Viola,Violaceae,Malpighiales,Angiosperms
Viola_schneideri,Viola,Violaceae,Malpighiales,Angiosperms
Viola_septentrionalis,Viola,Violaceae,Malpighiales,Angiosperms
Viola_papilionacea,Viola,Violaceae,Malpighiales,Angiosperms
Viola_emarginata,Viola,Violaceae,Malpighiales,Angiosperms
Viola_conspersa,Viola,Violaceae,Malpighiales,Angiosperms
Viola_diffusa_var._brevibarbata,Viola,Violaceae,Malpighiales,Angiosperms
Viola_pubescens_var._scabriuscula,Viola,Violaceae,Malpighiales,Angiosperms
Viola_dactyloides,Viola,Violaceae,Malpighiales,Angiosperms
Viola_selkirkii,Viola,Violaceae,Malpighiales,Angiosperms
Viola_inconspicua,Viola,Violaceae,Malpighiales,Angiosperms
Viola_betonicifolia,Viola,Violaceae,Malpighiales,Angiosperms
Viola_patrinii,Viola,Violaceae,Malpighiales,Angiosperms
Viola_phalacrocarpa,Viola,Violaceae,Malpighiales,Angiosperms
Viola_prionantha,Viola,Violaceae,Malpighiales,Angiosperms
Viola_variegata,Viola,Violaceae,Malpighiales,Angiosperms
Viola_philippica,Viola,Violaceae,Malpighiales,Angiosperms
Viola_mandshurica,Viola,Violaceae,Malpighiales,Angiosperms
Viola_dissecta,Viola,Violaceae,Malpighiales,Angiosperms
Viola_chaerophylloides,Viola,Violaceae,Malpighiales,Angiosperms
Viola_japonica,Viola,Violaceae,Malpighiales,Angiosperms
Viola_magnifica,Viola,Violaceae,Malpighiales,Angiosperms
Viola_yezoensis,Viola,Violaceae,Malpighiales,Angiosperms
Viola_canadensis,Viola,Violaceae,Malpighiales,Angiosperms
Viola_rotundifolia,Viola,Violaceae,Malpighiales,Angiosperms
Viola_biflora,Viola,Violaceae,Malpighiales,Angiosperms
Viola_pubescens,Viola,Violaceae,Malpighiales,Angiosperms
Viola_hondoensis,Viola,Violaceae,Malpighiales,Angiosperms
Viola_collina,Viola,Violaceae,Malpighiales,Angiosperms
Viola_striata,Viola,Violaceae,Malpighiales,Angiosperms
Viola_hastata,Viola,Violaceae,Malpighiales,Angiosperms
Viola_stewardiana,Viola,Violaceae,Malpighiales,Angiosperms
Viola_grypoceras,Viola,Violaceae,Malpighiales,Angiosperms
Viola_mirabilis,Viola,Violaceae,Malpighiales,Angiosperms
Viola_sacchalinensis,Viola,Violaceae,Malpighiales,Angiosperms
Viola_acuminata,Viola,Violaceae,Malpighiales,Angiosperms
Viola_labradorica,Viola,Violaceae,Malpighiales,Angiosperms
Viola_adunca,Viola,Violaceae,Malpighiales,Angiosperms
Viola_websteri,Viola,Violaceae,Malpighiales,Angiosperms
Viola_bicolor,Viola,Violaceae,Malpighiales,Angiosperms
Viola_palustris,Viola,Violaceae,Malpighiales,Angiosperms
Viola_epipsila,Viola,Violaceae,Malpighiales,Angiosperms
Viola_vaginata,Viola,Violaceae,Malpighiales,Angiosperms
Viola_palmata,Viola,Violaceae,Malpighiales,Angiosperms
Viola_cucullata,Viola,Violaceae,Malpighiales,Angiosperms
Viola_sororia,Viola,Violaceae,Malpighiales,Angiosperms
Viola_macloskeyi,Viola,Violaceae,Malpighiales,Angiosperms
Viola_lanceolata,Viola,Violaceae,Malpighiales,Angiosperms
Viola_macloskeyi_subsp._pallens,Viola,Violaceae,Malpighiales,Angiosperms
Viola_blanda,Viola,Violaceae,Malpighiales,Angiosperms
Viola_primulifolia,Viola,Violaceae,Malpighiales,Angiosperms
Viola_renifolia,Viola,Violaceae,Malpighiales,Angiosperms
Viola_diamantiaca,Viola,Violaceae,Malpighiales,Angiosperms
Viola_rossii,Viola,Violaceae,Malpighiales,Angiosperms
Viola_moupinensis,Viola,Violaceae,Malpighiales,Angiosperms
Viola_verecunda,Viola,Violaceae,Malpighiales,Angiosperms
Viola_triangulifolia,Viola,Violaceae,Malpighiales,Angiosperms
Viola_sagittata,Viola,Violaceae,Malpighiales,Angiosperms
Viola_pedata,Viola,Violaceae,Malpighiales,Angiosperms
Viola_principis,Viola,Violaceae,Malpighiales,Angiosperms
Viola_diffusa,Viola,Violaceae,Malpighiales,Angiosperms
Hybanthus_concolor,Hybanthus,Violaceae,Malpighiales,Angiosperms
Licania_michauxii,Licania,Chrysobalanaceae,Malpighiales,Angiosperms
Oxalis_debilis,Oxalis,Oxalidaceae,Oxalidales,Angiosperms
Oxalis_violacea,Oxalis,Oxalidaceae,Oxalidales,Angiosperms
Oxalis_griffithii,Oxalis,Oxalidaceae,Oxalidales,Angiosperms
Oxalis_grandis,Oxalis,Oxalidaceae,Oxalidales,Angiosperms
Oxalis_montana,Oxalis,Oxalidaceae,Oxalidales,Angiosperms
Oxalis_acetosella,Oxalis,Oxalidaceae,Oxalidales,Angiosperms
Oxalis_dillenii,Oxalis,Oxalidaceae,Oxalidales,Angiosperms
Oxalis_stricta,Oxalis,Oxalidaceae,Oxalidales,Angiosperms
Oxalis_corniculata,Oxalis,Oxalidaceae,Oxalidales,Angiosperms
Oxalis_articulata_subsp._rubra,Oxalis,Oxalidaceae,Oxalidales,Angiosperms
Oxalis_acetosella_subsp._japonica,Oxalis,Oxalidaceae,Oxalidales,Angiosperms
Sloanea_sinensis,Sloanea,Elaeocarpaceae,Oxalidales,Angiosperms
Elaeocarpus_glabripetalus,Elaeocarpus,Elaeocarpaceae,Oxalidales,Angiosperms
Elaeocarpus_decipiens,Elaeocarpus,Elaeocarpaceae,Oxalidales,Angiosperms
Elaeocarpus_japonicus,Elaeocarpus,Elaeocarpaceae,Oxalidales,Angiosperms
Elaeocarpus_chinensis,Elaeocarpus,Elaeocarpaceae,Oxalidales,Angiosperms
Celastrus_hypoleucoides,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_angulatus,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_hypoleucus,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_flagellaris,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_hindsii,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_gemmatus,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_orbiculatus,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_stylosus,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_oblanceifolius,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_aculeatus,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_rugosus,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_glaucophyllus,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_rosthornianus,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_vaniotii,Celastrus,Celastraceae,Celastrales,Angiosperms
Celastrus_scandens,Celastrus,Celastraceae,Celastrales,Angiosperms
Tripterygium_wilfordii,Tripterygium,Celastraceae,Celastrales,Angiosperms
Tripterygium_hypoglaucum,Tripterygium,Celastraceae,Celastrales,Angiosperms
Euonymus_nitidus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_centidens,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_hamiltonianus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_maackii,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_alatus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_phellomanus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_fortunei,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_carnosus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_grandiflorus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_verrucosus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_myrianthus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_semenovii,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_americanus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_bockii,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_kiautschovicus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_acanthocarpus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_subsessilis,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_macropterus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_oxyphyllus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_sanguineus,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_euscaphis,Euonymus,Celastraceae,Celastrales,Angiosperms
Euonymus_hupehensis,Euonymus,Celastraceae,Celastrales,Angiosperms
