"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"Gymnosperms",76,29.1048239736842,105.710778901013,9.81558015303933,1,-7.80452645008541,0.001,999,7.80452645008541
"Angiosperms",5532,20.3850868110317,20.5901128377487,0.0597921257079927,1,-3.42898039314332,0.001,999,3.42898039314332
