"","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"disjun_sp",145,6595.20707477547,8236.33931926767,390.121962080498,1,-4.20671585813866,0.001,999
"Non_disjun",2049,40850.7589943047,42857.2561332713,210.946923132306,1,-9.51185781320038,0.001,999
