"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs","NTI"
"Coweeta",681,35.6971609224261,39.396713433935,1.5483472308225,8,-2.38935584852218,0.008,999,2.38935584852218
"Havard",897,32.084414043496,35.0594975421981,1.17801749712526,4,-2.52550026290967,0.004,999,2.52550026290967
"Mountain_Lake",381,44.4532524778502,50.9277491504919,2.63934314921253,6,-2.45307120242152,0.006,999,2.45307120242152
"Ordway",749,35.1868792024464,37.9370595428806,1.42843602259022,24,-1.92530872712605,0.024,999,1.92530872712605
"Talladega",533,43.4077079474493,44.0286844710491,1.9386396413719,377,-0.320315601903387,0.377,999,0.320315601903387
"White_Mountain",254,54.3393852463164,60.2993378777418,3.58022645947463,53,-1.66468593506233,0.053,999,1.66468593506233
