"","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"disjun_sp",263,7649.42237014919,13106.7575687367,438.07675688626,1,-12.4574863030326,0.001,999
"Non_disjun",3404,62029.7654461277,63175.4342421953,264.956566537257,1,-4.323987176617,0.001,999
