"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"Gymnosperms",76,208.155357433684,256.635063053747,10.8745702543273,1,-4.45808013431812,0.001,999,4.45808013431812
"Angiosperms",5532,245.731649176543,256.536902409226,0.148786279486611,1,-72.6226455152062,0.001,999,72.6226455152062
