"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"disjun_sp",395,285.975130367062,256.755590625474,4.55917501207889,1000,6.40895330058061,1,999,-6.40895330058061
"Non_disjun",5213,253.03946874417,256.522228282196,0.345440130358364,1,-10.0820930515885,0.001,999,10.0820930515885
