"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","NRI"
"disjun_sp",263,267.965534511771,257.039921585013,5.39221475871237,970,2.02618282387679,0.97,999,-2.02618282387679
"Non_disjun",3404,254.959015858888,257.036447666417,0.416637210629925,1,-4.9861888341363,0.001,999,4.9861888341363
