Duchesnea_chrysantha,Duchesnea_indica,Duchesnea_indica
Lapsanastrum_humile,Lapsanastrum_apogonoides,Lapsanastrum_apogonoides
Metaplexis_hemsleyana,Metaplexis_japonica,Metaplexis_japonica
Dichanthelium_aciculare,Dichanthelium_aciculare_subsp._fusiforme,Dichanthelium_aciculare_subsp._fusiforme
Dichanthelium_strigosum_subsp._leucoblepharis,Dichanthelium_strigosum_var._glabrescens,Dichanthelium_strigosum_var._glabrescens
Quercus_rubra,Quercus_rubra_var._borealis,Quercus_rubra_var._borealis
Narcissus_pseudo-narcissus,Narcissus_jonquilla,Narcissus_jonquilla
Pueraria_montana_var._lobata,Pueraria_montana,Pueraria_montana
