"name","longitude","latitude","scientificName","order","family","genus","species","genericName","specificEpithet","country"
"Corallorhiza maculata var. maculata",-80.52296,37.37564,"Corallorhiza maculata var. maculata","Asparagales","Orchidaceae","Corallorhiza","Corallorhiza maculata","Corallorhiza","maculata","United States of America"
"Robinia pseudoacacia L.",-80.52202,37.37456,"Robinia pseudoacacia L.","Fabales","Fabaceae","Robinia","Robinia pseudoacacia","Robinia","pseudoacacia","United States of America"
"Carya ovata K.Koch",-80.526158,37.371041,"Carya ovata K.Koch","Fagales","Juglandaceae","Carya","Carya ovata","Carya","ovata","United States of America"
"Magnolia acuminata L.",-80.526903,37.374878,"Magnolia acuminata L.","Magnoliales","Magnoliaceae","Magnolia","Magnolia acuminata","Magnolia","acuminata","United States of America"
"Ilex verticillata A.Gray",-80.52499,37.37648,"Ilex verticillata A.Gray","Aquifoliales","Aquifoliaceae","Ilex","Ilex verticillata","Ilex","verticillata","United States of America"
"Carya glabra Sweet",-80.524357,37.374284,"Carya glabra Sweet","Fagales","Juglandaceae","Carya","Carya glabra","Carya","glabra","United States of America"
"Silene stellata Ait.",-80.51978,37.36081,"Silene stellata Ait.","Caryophyllales","Caryophyllaceae","Silene","Silene stellata","Silene","stellata","United States of America"
"Hamamelis virginiana L.",-80.518487,37.375698,"Hamamelis virginiana L.","Saxifragales","Hamamelidaceae","Hamamelis","Hamamelis virginiana","Hamamelis","virginiana","United States of America"
"Hamamelis virginiana L.",-80.52258,37.37821,"Hamamelis virginiana L.","Saxifragales","Hamamelidaceae","Hamamelis","Hamamelis virginiana","Hamamelis","virginiana","United States of America"
"Gaultheria procumbens L.",-80.5228,37.3776,"Gaultheria procumbens L.","Ericales","Ericaceae","Gaultheria","Gaultheria procumbens","Gaultheria","procumbens","United States of America"
"Monarda didyma L.",-80.52296,37.37564,"Monarda didyma L.","Lamiales","Lamiaceae","Monarda","Monarda didyma","Monarda","didyma","United States of America"
"Hamamelis virginiana L.",-80.5269,37.37488,"Hamamelis virginiana L.","Saxifragales","Hamamelidaceae","Hamamelis","Hamamelis virginiana","Hamamelis","virginiana","United States of America"
"Polypodium virginianum L.",-80.5229,37.375,"Polypodium virginianum L.","Polypodiales","Polypodiaceae","Polypodium","Polypodium virginianum","Polypodium","virginianum","United States of America"
"Castanea dentata Borkh.",-80.52471,37.3733,"Castanea dentata Borkh.","Fagales","Fagaceae","Castanea","Castanea dentata","Castanea","dentata","United States of America"
"Castanea dentata Borkh.",-80.526601,37.371332,"Castanea dentata Borkh.","Fagales","Fagaceae","Castanea","Castanea dentata","Castanea","dentata","United States of America"
"Dichanthelium commutatum (Schult.) Gould",-80.52499,37.37648,"Dichanthelium commutatum (Schult.) Gould","Poales","Poaceae","Panicum","Panicum commutatum","Dichanthelium","commutatum","United States of America"
"Castanea dentata Borkh.",-80.519424,37.375812,"Castanea dentata Borkh.","Fagales","Fagaceae","Castanea","Castanea dentata","Castanea","dentata","United States of America"
"Lyonia ligustrina DC.",-80.52499,37.37648,"Lyonia ligustrina DC.","Ericales","Ericaceae","Lyonia","Lyonia ligustrina","Lyonia","ligustrina","United States of America"
"Pteridium aquilinum (L.) Kuhn",-80.52541,37.37313,"Pteridium aquilinum (L.) Kuhn","Polypodiales","Dennstaedtiaceae","Pteridium","Pteridium aquilinum","Pteridium","aquilinum","United States of America"
"Tsuga canadensis Carrière",-80.526168,37.374643,"Tsuga canadensis Carrière","Pinales","Pinaceae","Tsuga","Tsuga canadensis","Tsuga","canadensis","United States of America"
"Sassafras albidum (Nutt.) Nees",-80.522837,37.377422,"Sassafras albidum (Nutt.) Nees","Laurales","Lauraceae","Sassafras","Sassafras albidum","Sassafras","albidum","United States of America"
"Smilax rotundifolia L.",-80.51787,37.36016,"Smilax rotundifolia L.","Liliales","Smilacaceae","Smilax","Smilax rotundifolia","Smilax","rotundifolia","United States of America"
"Jeffersonia diphylla (L.) Pers.",-80.52296,37.37564,"Jeffersonia diphylla (L.) Pers.","Ranunculales","Berberidaceae","Jeffersonia","Jeffersonia diphylla","Jeffersonia","diphylla","United States of America"
"Dendrolycopodium obscurum (L.) A.Haines",-80.52296,37.37564,"Dendrolycopodium obscurum (L.) A.Haines","Lycopodiales","Lycopodiaceae","Dendrolycopodium","Dendrolycopodium obscurum","Dendrolycopodium","obscurum","United States of America"
"Rubus L.",-80.5167,37.3766,"Rubus L.","Rosales","Rosaceae","Rubus",NA,"Rubus",NA,"United States of America"
"Acer rubrum L.",-80.5257,37.370561,"Acer rubrum L.","Sapindales","Sapindaceae","Acer","Acer rubrum","Acer","rubrum","United States of America"
"Hypericum densiflorum Pursh",-80.52202,37.37456,"Hypericum densiflorum Pursh","Malpighiales","Hypericaceae","Hypericum","Hypericum densiflorum","Hypericum","densiflorum","United States of America"
"Equisetum arvense L.",-80.52296,37.37564,"Equisetum arvense L.","Equisetales","Equisetaceae","Equisetum","Equisetum arvense","Equisetum","arvense","United States of America"
"Dichanthelium clandestinum (L.) Gould",-80.52541,37.37313,"Dichanthelium clandestinum (L.) Gould","Poales","Poaceae","Panicum","Panicum clandestinum","Dichanthelium","clandestinum","United States of America"
"Smilax rotundifolia L.",-80.51799,37.35995,"Smilax rotundifolia L.","Liliales","Smilacaceae","Smilax","Smilax rotundifolia","Smilax","rotundifolia","United States of America"
"Pinus strobus L.",-80.524708,37.373303,"Pinus strobus L.","Pinales","Pinaceae","Pinus","Pinus strobus","Pinus","strobus","United States of America"
"Persicaria longiseta (Bruijn) Kitag.",-80.5229,37.3751,"Persicaria longiseta (Bruijn) Kitag.","Caryophyllales","Polygonaceae","Persicaria","Persicaria longiseta","Persicaria","longiseta","United States of America"
"Solidago arguta Ait.",-80.52296,37.37564,"Solidago arguta Ait.","Asterales","Asteraceae","Solidago","Solidago arguta","Solidago","arguta","United States of America"
"Pinus strobus L.",-80.525284,37.376683,"Pinus strobus L.","Pinales","Pinaceae","Pinus","Pinus strobus","Pinus","strobus","United States of America"
"Acer pensylvanicum L.",-80.5257,37.374285,"Acer pensylvanicum L.","Sapindales","Sapindaceae","Acer","Acer pensylvanicum","Acer","pensylvanicum","United States of America"
"Acer pensylvanicum L.",-80.5241,37.371432,"Acer pensylvanicum L.","Sapindales","Sapindaceae","Acer","Acer pensylvanicum","Acer","pensylvanicum","United States of America"
"Gaultheria procumbens L.",-80.52107,37.37414,"Gaultheria procumbens L.","Ericales","Ericaceae","Gaultheria","Gaultheria procumbens","Gaultheria","procumbens","United States of America"
"Tsuga caroliniana Engelm.",-80.52408,37.37578,"Tsuga caroliniana Engelm.","Pinales","Pinaceae","Tsuga","Tsuga caroliniana","Tsuga","caroliniana","United States of America"
"Quercus alba L.",-80.522579,37.378209,"Quercus alba L.","Fagales","Fagaceae","Quercus","Quercus alba","Quercus","alba","United States of America"
"Carya ovata K.Koch",-80.518566,37.375635,"Carya ovata K.Koch","Fagales","Juglandaceae","Carya","Carya ovata","Carya","ovata","United States of America"
"Rhododendron calendulaceum Torr.",-80.52107,37.37414,"Rhododendron calendulaceum Torr.","Ericales","Ericaceae","Rhododendron","Rhododendron calendulaceum","Rhododendron","calendulaceum","United States of America"
"Acer pensylvanicum L.",-80.5257,37.374685,"Acer pensylvanicum L.","Sapindales","Sapindaceae","Acer","Acer pensylvanicum","Acer","pensylvanicum","United States of America"
"Botrychium virginianum (L.) Sw.",-80.52296,37.37564,"Botrychium virginianum (L.) Sw.","Ophioglossales","Ophioglossaceae","Botrypus","Botrypus virginianus","Botrychium","virginianum","United States of America"
"Nyssa sylvatica Marshall",-80.52527,37.375394,"Nyssa sylvatica Marshall","Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","Nyssa","sylvatica","United States of America"
"Sambucus nigra subsp. canadensis (L.) R.Bolli",-80.52202,37.37456,"Sambucus nigra subsp. canadensis (L.) R.Bolli","Dipsacales","Adoxaceae","Sambucus","Sambucus canadensis","Sambucus","nigra","United States of America"
"Castanea dentata Borkh.",-80.5196,37.375826,"Castanea dentata Borkh.","Fagales","Fagaceae","Castanea","Castanea dentata","Castanea","dentata","United States of America"
"Sassafras albidum (Nutt.) Nees",-80.519032,37.376133,"Sassafras albidum (Nutt.) Nees","Laurales","Lauraceae","Sassafras","Sassafras albidum","Sassafras","albidum","United States of America"
"Robinia pseudoacacia L.",-80.524485,37.371587,"Robinia pseudoacacia L.","Fabales","Fabaceae","Robinia","Robinia pseudoacacia","Robinia","pseudoacacia","United States of America"
"Spiraea tomentosa L.",-80.52242,37.37482,"Spiraea tomentosa L.","Rosales","Rosaceae","Spiraea","Spiraea tomentosa","Spiraea","tomentosa","United States of America"
"Tsuga canadensis Carrière",-80.524345,37.373762,"Tsuga canadensis Carrière","Pinales","Pinaceae","Tsuga","Tsuga canadensis","Tsuga","canadensis","United States of America"
"Magnolia acuminata L.",-80.519544,37.375776,"Magnolia acuminata L.","Magnoliales","Magnoliaceae","Magnolia","Magnolia acuminata","Magnolia","acuminata","United States of America"
"Acer pensylvanicum L.",-80.5186,37.37563,"Acer pensylvanicum L.","Sapindales","Sapindaceae","Acer","Acer pensylvanicum","Acer","pensylvanicum","United States of America"
"Lilium superbum L.",-80.52296,37.37564,"Lilium superbum L.","Liliales","Liliaceae","Lilium","Lilium superbum","Lilium","superbum","United States of America"
"Veratrum viride Ait.",-80.51924,37.36658,"Veratrum viride Ait.","Liliales","Melanthiaceae","Veratrum","Veratrum viride","Veratrum","viride","United States of America"
"Magnolia acuminata L.",-80.525323,37.376423,"Magnolia acuminata L.","Magnoliales","Magnoliaceae","Magnolia","Magnolia acuminata","Magnolia","acuminata","United States of America"
"Acer saccharum Marshall",-80.52545,37.372166,"Acer saccharum Marshall","Sapindales","Sapindaceae","Acer","Acer saccharum","Acer","saccharum","United States of America"
"Acer pensylvanicum L.",-80.5193,37.376506,"Acer pensylvanicum L.","Sapindales","Sapindaceae","Acer","Acer pensylvanicum","Acer","pensylvanicum","United States of America"
"Maianthemum canadense Desf.",-80.51787,37.36016,"Maianthemum canadense Desf.","Asparagales","Asparagaceae","Maianthemum","Maianthemum canadense","Maianthemum","canadense","United States of America"
"Nyssa sylvatica Marshall",-80.52682,37.374806,"Nyssa sylvatica Marshall","Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","Nyssa","sylvatica","United States of America"
"Gaylussacia baccata K.Koch",-80.52107,37.37414,"Gaylussacia baccata K.Koch","Ericales","Ericaceae","Gaylussacia","Gaylussacia baccata","Gaylussacia","baccata","United States of America"
"Quercus alba L.",-80.519206,37.376215,"Quercus alba L.","Fagales","Fagaceae","Quercus","Quercus alba","Quercus","alba","United States of America"
"Trillium L.",-80.5229,37.3751,"Trillium L.","Liliales","Melanthiaceae","Trillium",NA,"Trillium",NA,"United States of America"
"Nyssa sylvatica Marshall",-80.52682,37.374806,"Nyssa sylvatica Marshall","Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","Nyssa","sylvatica","United States of America"
"Galax urceolata (Poir.) Brummitt",-80.52107,37.37414,"Galax urceolata (Poir.) Brummitt","Ericales","Diapensiaceae","Galax","Galax urceolata","Galax","urceolata","United States of America"
"Carya ovata K.Koch",-80.524541,37.371882,"Carya ovata K.Koch","Fagales","Juglandaceae","Carya","Carya ovata","Carya","ovata","United States of America"
"Osmundastrum cinnamomeum (L.) C.Presl",-80.52499,37.37648,"Osmundastrum cinnamomeum (L.) C.Presl","Osmundales","Osmundaceae","Osmundastrum","Osmundastrum cinnamomeum","Osmundastrum","cinnamomeum","United States of America"
"Hamamelis virginiana L.",-80.525393,37.376677,"Hamamelis virginiana L.","Saxifragales","Hamamelidaceae","Hamamelis","Hamamelis virginiana","Hamamelis","virginiana","United States of America"
"Quercus velutina Lam.",-80.52275,37.37577,"Quercus velutina Lam.","Fagales","Fagaceae","Quercus","Quercus velutina","Quercus","velutina","United States of America"
"Quercus rubra L.",-80.526975,37.374973,"Quercus rubra L.","Fagales","Fagaceae","Quercus","Quercus rubra","Quercus","rubra","United States of America"
"Quercus rubra L.",-80.52531,37.37684,"Quercus rubra L.","Fagales","Fagaceae","Quercus","Quercus rubra","Quercus","rubra","United States of America"
"Vaccinium erythrocarpum Michx.",-80.51752,37.37702,"Vaccinium erythrocarpum Michx.","Ericales","Ericaceae","Vaccinium","Vaccinium erythrocarpum","Vaccinium","erythrocarpum","United States of America"
"Elymus hystrix f. hystrix",-80.52167,37.37573,"Elymus hystrix f. hystrix","Poales","Poaceae","Elymus","Elymus hystrix","Elymus","hystrix","United States of America"
"Acer rubrum L.",-80.5195,37.376248,"Acer rubrum L.","Sapindales","Sapindaceae","Acer","Acer rubrum","Acer","rubrum","United States of America"
"Juncus L.",-80.52242,37.37482,"Juncus L.","Poales","Juncaceae","Juncus",NA,"Juncus",NA,"United States of America"
"Phleum pratense L.",-80.52242,37.37482,"Phleum pratense L.","Poales","Poaceae","Phleum","Phleum pratense","Phleum","pratense","United States of America"
"Juncus L.",-80.52242,37.37482,"Juncus L.","Poales","Juncaceae","Juncus",NA,"Juncus",NA,"United States of America"
"Pinus strobus L.",-80.525315,37.376843,"Pinus strobus L.","Pinales","Pinaceae","Pinus","Pinus strobus","Pinus","strobus","United States of America"
"Tsuga canadensis Carrière",-80.522994,37.377379,"Tsuga canadensis Carrière","Pinales","Pinaceae","Tsuga","Tsuga canadensis","Tsuga","canadensis","United States of America"
"Quercus rubra L.",-80.51949,37.37625,"Quercus rubra L.","Fagales","Fagaceae","Quercus","Quercus rubra","Quercus","rubra","United States of America"
"Apios americana Medik.",-80.52242,37.37482,"Apios americana Medik.","Fabales","Fabaceae","Apios","Apios americana","Apios","americana","United States of America"
"Quercus rubra L.",-80.519455,37.376244,"Quercus rubra L.","Fagales","Fagaceae","Quercus","Quercus rubra","Quercus","rubra","United States of America"
"Robinia pseudoacacia L.",-80.524346,37.374269,"Robinia pseudoacacia L.","Fabales","Fabaceae","Robinia","Robinia pseudoacacia","Robinia","pseudoacacia","United States of America"
"Pinus rigida Mill.",-80.52526,37.37566,"Pinus rigida Mill.","Pinales","Pinaceae","Pinus","Pinus rigida","Pinus","rigida","United States of America"
"Carya ovata K.Koch",-80.525923,37.371386,"Carya ovata K.Koch","Fagales","Juglandaceae","Carya","Carya ovata","Carya","ovata","United States of America"
"Amelanchier arborea (Michx.f.) Fernald",-80.52526,37.37566,"Amelanchier arborea (Michx.f.) Fernald","Rosales","Rosaceae","Amelanchier","Amelanchier arborea","Amelanchier","arborea","United States of America"
"Vaccinium corymbosum L.",-80.51752,37.37702,"Vaccinium corymbosum L.","Ericales","Ericaceae","Vaccinium","Vaccinium corymbosum","Vaccinium","corymbosum","United States of America"
"Quercus rubra L.",-80.52408,37.37144,"Quercus rubra L.","Fagales","Fagaceae","Quercus","Quercus rubra","Quercus","rubra","United States of America"
"Quercus alba L.",-80.526816,37.374302,"Quercus alba L.","Fagales","Fagaceae","Quercus","Quercus alba","Quercus","alba","United States of America"
"Pinus strobus L.",-80.52237,37.37786,"Pinus strobus L.","Pinales","Pinaceae","Pinus","Pinus strobus","Pinus","strobus","United States of America"
"Quercus rubra L.",-80.523626,37.378316,"Quercus rubra L.","Fagales","Fagaceae","Quercus","Quercus rubra","Quercus","rubra","United States of America"
"Acer rubrum L.",-80.5241,37.37144,"Acer rubrum L.","Sapindales","Sapindaceae","Acer","Acer rubrum","Acer","rubrum","United States of America"
"Gaylussacia baccata K.Koch",-80.5207,37.37482,"Gaylussacia baccata K.Koch","Ericales","Ericaceae","Gaylussacia","Gaylussacia baccata","Gaylussacia","baccata","United States of America"
"Scirpus georgianus R.M.Harper",-80.52242,37.37482,"Scirpus georgianus R.M.Harper","Poales","Cyperaceae","Scirpus","Scirpus georgianus","Scirpus","georgianus","United States of America"
"Vaccinium corymbosum L.",-80.51752,37.37702,"Vaccinium corymbosum L.","Ericales","Ericaceae","Vaccinium","Vaccinium corymbosum","Vaccinium","corymbosum","United States of America"
"Vaccinium pallidum Aiton",-80.51752,37.37702,"Vaccinium pallidum Aiton","Ericales","Ericaceae","Vaccinium","Vaccinium pallidum","Vaccinium","pallidum","United States of America"
"Carya glabra Sweet",-80.526143,37.374375,"Carya glabra Sweet","Fagales","Juglandaceae","Carya","Carya glabra","Carya","glabra","United States of America"
"Acer rubrum L.",-80.527,37.375086,"Acer rubrum L.","Sapindales","Sapindaceae","Acer","Acer rubrum","Acer","rubrum","United States of America"
"Magnolia acuminata L.",-80.525772,37.371313,"Magnolia acuminata L.","Magnoliales","Magnoliaceae","Magnolia","Magnolia acuminata","Magnolia","acuminata","United States of America"
"Quercus montana Willd.",-80.525965,37.374098,"Quercus montana Willd.","Fagales","Fagaceae","Quercus","Quercus montana","Quercus","montana","United States of America"
"Magnolia acuminata L.",-80.524958,37.373236,"Magnolia acuminata L.","Magnoliales","Magnoliaceae","Magnolia","Magnolia acuminata","Magnolia","acuminata","United States of America"
"Microstegium vimineum (Trin.) A.Camus",-80.52167,37.37573,"Microstegium vimineum (Trin.) A.Camus","Poales","Poaceae","Microstegium","Microstegium vimineum","Microstegium","vimineum","United States of America"
"Robinia pseudoacacia L.",-80.524732,37.371649,"Robinia pseudoacacia L.","Fabales","Fabaceae","Robinia","Robinia pseudoacacia","Robinia","pseudoacacia","United States of America"
"Robinia pseudoacacia L.",-80.526729,37.375041,"Robinia pseudoacacia L.","Fabales","Fabaceae","Robinia","Robinia pseudoacacia","Robinia","pseudoacacia","United States of America"
"Acer rubrum L.",-80.5224,37.377856,"Acer rubrum L.","Sapindales","Sapindaceae","Acer","Acer rubrum","Acer","rubrum","United States of America"
"Rhynchospora capitellata Vahl",-80.52242,37.37482,"Rhynchospora capitellata Vahl","Poales","Cyperaceae","Rhynchospora","Rhynchospora capitellata","Rhynchospora","capitellata","United States of America"
"Panicum L.",-80.52559,37.3725,"Panicum L.","Poales","Poaceae","Panicum",NA,"Panicum",NA,"United States of America"
"Tsuga canadensis Carrière",-80.525646,37.374166,"Tsuga canadensis Carrière","Pinales","Pinaceae","Tsuga","Tsuga canadensis","Tsuga","canadensis","United States of America"
"Castanea dentata Borkh.",-80.523874,37.377232,"Castanea dentata Borkh.","Fagales","Fagaceae","Castanea","Castanea dentata","Castanea","dentata","United States of America"
"Carya ovata K.Koch",-80.524257,37.371474,"Carya ovata K.Koch","Fagales","Juglandaceae","Carya","Carya ovata","Carya","ovata","United States of America"
"Amelanchier arborea (Michx.f.) Fernald",-80.52015,37.37626,"Amelanchier arborea (Michx.f.) Fernald","Rosales","Rosaceae","Amelanchier","Amelanchier arborea","Amelanchier","arborea","United States of America"
"Picea rubens Sarg.",-80.52167,37.37573,"Picea rubens Sarg.","Pinales","Pinaceae","Picea","Picea rubens","Picea","rubens","United States of America"
"Vaccinium angustifolium Aiton",-80.51752,37.37702,"Vaccinium angustifolium Aiton","Ericales","Ericaceae","Vaccinium","Vaccinium angustifolium","Vaccinium","angustifolium","United States of America"
"Quercus rubra L.",-80.52682,37.3743,"Quercus rubra L.","Fagales","Fagaceae","Quercus","Quercus rubra","Quercus","rubra","United States of America"
"Hypopitys monotropa Crantz",-80.52526,37.37566,"Hypopitys monotropa Crantz","Ericales","Ericaceae","Hypopitys","Hypopitys monotropa","Hypopitys","monotropa","United States of America"
"Carex gynandra Schwein.",-80.52242,37.37482,"Carex gynandra Schwein.","Poales","Cyperaceae","Carex","Carex gynandra","Carex","gynandra","United States of America"
"Prunus serotina Ehrh.",-80.52167,37.37573,"Prunus serotina Ehrh.","Rosales","Rosaceae","Prunus","Prunus serotina","Prunus","serotina","United States of America"
"Carya ovata K.Koch",-80.525953,37.371357,"Carya ovata K.Koch","Fagales","Juglandaceae","Carya","Carya ovata","Carya","ovata","United States of America"
"Brachyelytrum aristatum P.Beauv. ex Trel.",-80.52559,37.3725,"Brachyelytrum aristatum P.Beauv. ex Trel.","Poales","Poaceae","Brachyelytrum","Brachyelytrum aristosum","Brachyelytrum","aristatum","United States of America"
"Acer rubrum L.",-80.5224,37.377856,"Acer rubrum L.","Sapindales","Sapindaceae","Acer","Acer rubrum","Acer","rubrum","United States of America"
"Nyssa sylvatica Marshall",-80.522461,37.377899,"Nyssa sylvatica Marshall","Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","Nyssa","sylvatica","United States of America"
"Juncus effusus L.",-80.52242,37.37482,"Juncus effusus L.","Poales","Juncaceae","Juncus","Juncus effusus","Juncus","effusus","United States of America"
"Nyssa sylvatica Marshall",-80.52167,37.37573,"Nyssa sylvatica Marshall","Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","Nyssa","sylvatica","United States of America"
"Quercus rubra L.",-80.526023,37.370484,"Quercus rubra L.","Fagales","Fagaceae","Quercus","Quercus rubra","Quercus","rubra","United States of America"
"Corallorhiza odontorhiza var. odontorhiza",-80.52526,37.37566,"Corallorhiza odontorhiza var. odontorhiza","Asparagales","Orchidaceae","Corallorhiza","Corallorhiza odontorhiza","Corallorhiza","odontorhiza","United States of America"
"Corallorhiza maculata Raf.",-80.522747,37.375205,"Corallorhiza maculata Raf.","Asparagales","Orchidaceae","Corallorhiza","Corallorhiza maculata","Corallorhiza","maculata","United States of America"
"Geranium maculatum L.",-80.523025,37.375822,"Geranium maculatum L.","Geraniales","Geraniaceae","Geranium","Geranium maculatum","Geranium","maculatum","United States of America"
"Anemone quinquefolia L.",-80.523025,37.375822,"Anemone quinquefolia L.","Ranunculales","Ranunculaceae","Anemone","Anemone quinquefolia","Anemone","quinquefolia","United States of America"
"Conopholis americana (L.) Wallr.",-80.523025,37.375822,"Conopholis americana (L.) Wallr.","Lamiales","Orobanchaceae","Conopholis","Conopholis americana","Conopholis","americana","United States of America"
"Maianthemum racemosum Link",-80.523025,37.375822,"Maianthemum racemosum Link","Asparagales","Asparagaceae","Maianthemum","Maianthemum racemosum","Maianthemum","racemosum","United States of America"
"Geranium maculatum L.",-80.523025,37.375822,"Geranium maculatum L.","Geraniales","Geraniaceae","Geranium","Geranium maculatum","Geranium","maculatum","United States of America"
"Kalmia latifolia L.",-80.523025,37.375822,"Kalmia latifolia L.","Ericales","Ericaceae","Kalmia","Kalmia latifolia","Kalmia","latifolia","United States of America"
"Hypoxis hirsuta Coville",-80.523025,37.375822,"Hypoxis hirsuta Coville","Asparagales","Hypoxidaceae","Hypoxis","Hypoxis hirsuta","Hypoxis","hirsuta","United States of America"
"Monotropa uniflora L.",-80.523025,37.375822,"Monotropa uniflora L.","Ericales","Ericaceae","Monotropa","Monotropa uniflora","Monotropa","uniflora","United States of America"
"Gaultheria procumbens L.",-80.523025,37.375822,"Gaultheria procumbens L.","Ericales","Ericaceae","Gaultheria","Gaultheria procumbens","Gaultheria","procumbens","United States of America"
"Galax urceolata (Poir.) Brummitt",-80.523025,37.375822,"Galax urceolata (Poir.) Brummitt","Ericales","Diapensiaceae","Galax","Galax urceolata","Galax","urceolata","United States of America"
"Kalmia latifolia L.",-80.523025,37.375822,"Kalmia latifolia L.","Ericales","Ericaceae","Kalmia","Kalmia latifolia","Kalmia","latifolia","United States of America"
"Chimaphila maculata Pursh",-80.523025,37.375822,"Chimaphila maculata Pursh","Ericales","Ericaceae","Chimaphila","Chimaphila maculata","Chimaphila","maculata","United States of America"
"Arisaema triphyllum (L.) Schott",-80.523025,37.375822,"Arisaema triphyllum (L.) Schott","Alismatales","Araceae","Arisaema","Arisaema triphyllum","Arisaema","triphyllum","United States of America"
"Medeola virginiana L.",-80.523025,37.375822,"Medeola virginiana L.","Liliales","Liliaceae","Medeola","Medeola virginiana","Medeola","virginiana","United States of America"
"Clintonia umbellulata (Michx.) Morong",-80.523025,37.375822,"Clintonia umbellulata (Michx.) Morong","Liliales","Liliaceae","Clintonia","Clintonia umbellulata","Clintonia","umbellulata","United States of America"
"Rhododendron calendulaceum Torr.",-80.523025,37.375822,"Rhododendron calendulaceum Torr.","Ericales","Ericaceae","Rhododendron","Rhododendron calendulaceum","Rhododendron","calendulaceum","United States of America"
"Polygonum sagittatum L.",-80.5225,37.375832,"Polygonum sagittatum L.","Caryophyllales","Polygonaceae","Persicaria","Persicaria sagittata","Polygonum","sagittatum","United States of America"
"Monotropa uniflora L.",-80.52275,37.37456,"Monotropa uniflora L.","Ericales","Ericaceae","Monotropa","Monotropa uniflora","Monotropa","uniflora","United States of America"
"Monotropa uniflora L.",-80.52275,37.37456,"Monotropa uniflora L.","Ericales","Ericaceae","Monotropa","Monotropa uniflora","Monotropa","uniflora","United States of America"
"Poa cuspidata Nutt.",-80.5273,37.3707,"Poa cuspidata Nutt.","Poales","Poaceae","Poa","Poa cuspidata","Poa","cuspidata","United States of America"
"Isoetes engelmannii A.Braun",-80.522591,37.375194,"Isoetes engelmannii A.Braun","Isoetales","Isoetaceae","Isoetes","Isoetes engelmannii","Isoetes","engelmannii","United States of America"
"Ophioglossum pusillum Raf.",-80.522858,37.375399,"Ophioglossum pusillum Raf.","Ophioglossales","Ophioglossaceae","Ophioglossum","Ophioglossum pusillum","Ophioglossum","pusillum","United States of America"
"Isoetes engelmannii A.Braun",-80.522781,37.375119,"Isoetes engelmannii A.Braun","Isoetales","Isoetaceae","Isoetes","Isoetes engelmannii","Isoetes","engelmannii","United States of America"
"Carex intumescens Rudge",-80.522139,37.375667,"Carex intumescens Rudge","Poales","Cyperaceae","Carex","Carex intumescens","Carex","intumescens","United States of America"
"Houstonia caerulea L.",-80.522928,37.375416,"Houstonia caerulea L.","Gentianales","Rubiaceae","Houstonia","Houstonia caerulea","Houstonia","caerulea","United States of America"
