coreid,idigbio:associatedsequences,idigbio:barcodeValue,dwc:basisOfRecord,dwc:bed,gbif:canonicalName,dwc:catalogNumber,dwc:class,dwc:collectionCode,dwc:collectionID,idigbio:collectionName,dwc:recordedBy,dwc:vernacularName,idigbio:commonnames,dwc:continent,dwc:coordinateUncertaintyInMeters,dwc:country,idigbio:isoCountryCode,dwc:county,idigbio:eventDate,idigbio:dateModified,idigbio:dataQualityScore,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,idigbio:etag,dwc:eventDate,dwc:family,dwc:fieldNumber,idigbio:flags,dwc:formation,dwc:genus,dwc:geologicalContextID,idigbio:geoPoint,dwc:group,idigbio:hasImage,idigbio:hasMedia,dwc:higherClassification,dwc:highestBiostratigraphicZone,dwc:individualCount,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,idigbio:institutionName,dwc:kingdom,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lithostratigraphicTerms,dwc:locality,dwc:lowestBiostratigraphicZone,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,idigbio:mediarecords,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:municipality,dwc:occurrenceID,dwc:order,dwc:phylum,idigbio:recordIds,dwc:recordNumber,idigbio:recordset,dwc:scientificName,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:taxonID,dwc:taxonomicStatus,dwc:taxonRank,dwc:typeStatus,idigbio:uuid,dwc:verbatimEventDate,dwc:verbatimLocality,idigbio:version,dwc:waterBody
198098e0-c6c5-4496-bf45-d0c59ca76617,,,preservedspecimen,,betula populifolia,265886,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-07-26T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.231884058,,,,,,696d0c8c838108091f752bf5f094826561370941,7/26/2016,betulaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_class_added"", ""taxon_match_failed""]",,betula,,"{""lat"": 44.026496, ""lon"": -71.32276}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["99913c0b-c536-4df3-822f-81fb1e116c88"],,,,,b440070d-407b-4716-ae7c-4227c21da32a,fagales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\b440070d-407b-4716-ae7c-4227c21da32a"],5501,781fd581-7b93-471e-a025-413e4bcd8491,betula populifolia,populifolia,208,new hampshire,8184083,accepted,species,,198098e0-c6c5-4496-bf45-d0c59ca76617,26-Jul-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; vicinity of bear mountain.  elev. 503 m  northern hardwood forest (acer-betula-fagus-tsuga).   lat. 44.026496n  long. 71.32276w  datum: wgs84.",,
2eea48af-79df-4ab9-94b1-84d4fbeca956,,,preservedspecimen,,prunus pensylvanica,265892,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-07-29T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.217391304,,,,,,cecf29ad6e65ea43c0b98ee0deeb64b72305bd91,7/29/2016,rosaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_class_added"", ""taxon_match_failed""]",,prunus,,"{""lat"": 44.026496, ""lon"": -71.32276}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["2cae3d4e-7c51-4b31-9e89-043bcf64a337"],,,,,dc30eb29-d762-43cf-9bfb-d0dc743c7f92,rosales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\dc30eb29-d762-43cf-9bfb-d0dc743c7f92"],5507,781fd581-7b93-471e-a025-413e4bcd8491,prunus pensylvanica,pensylvanica,211,new hampshire,8202030,accepted,species,,2eea48af-79df-4ab9-94b1-84d4fbeca956,29-Jul-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; vicinity of bear mountain.  elev. 503 m  northern hardwood forest (acer-betula-fagus-tsuga). sun.   lat. 44.026496n  long. 71.32276w  datum: wgs84.",,
09c02bfc-5b24-40e2-8eb9-a96b46b31dca,,,preservedspecimen,,pyrola americana,265898,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-07-21T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.246376812,,,,,,7107061e3929e5752c0fb97d42d347b6e7b04c8b,7/21/2016,ericaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_class_added""]",,pyrola,,"{""lat"": 44.03553, ""lon"": -71.27653}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["8b390c12-0f44-45a5-b677-8a9da817c714"],,,,,993d5345-8e18-4080-9a92-0df08abbac1c,ericales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\993d5345-8e18-4080-9a92-0df08abbac1c"],5514,781fd581-7b93-471e-a025-413e4bcd8491,pyrola americana,americana,203,new hampshire,7397090,accepted,species,,09c02bfc-5b24-40e2-8eb9-a96b46b31dca,21-Jul-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; vicinity of table mountain; trail up louisville brook.  elev. 475 m  northern hardwood forest (acer-betula-fagus-tsuga). old logging road in full shade.  flowers white; infrequent.  lat. 44.03553n  long. 71.27653w  datum: wgs84.",,
2418b08b-3e52-422c-abd0-85afb965bc43,,,preservedspecimen,,salix,265923,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-07-22T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.217391304,,,,,,d609a4d7fc863adf11f18c30c3dfad2fa7afb39d,7/22/2016,salicaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_class_added""]",,salix,,"{""lat"": 44.02657, ""lon"": -71.3228}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["01accb6e-8392-4628-a17c-fbc6bfcfba67"],,,,,b20642ee-a35d-4a86-b296-4536f48532a6,malpighiales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\b20642ee-a35d-4a86-b296-4536f48532a6"],5537,781fd581-7b93-471e-a025-413e4bcd8491,salix,,204,new hampshire,3039576,accepted,genus,,2418b08b-3e52-422c-abd0-85afb965bc43,22-Jul-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; bear notch road at gate 18.  elev. 505 m  northern hardwood forest (acer-betula-fagus-tsuga). old logging road in shade.   lat. 44.02657n  long. 71.32280w  datum: wgs84.",,
62c12118-85bd-4289-87c4-c9550612afdf,,,preservedspecimen,,lotus corniculatus,265929,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-07-22T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.231884058,,,,,,6da41c1d800df962514843bf27718500d08ef1de,7/22/2016,fabaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_class_added"", ""taxon_match_failed""]",,lotus,,"{""lat"": 44.02657, ""lon"": -71.3228}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["2b740ef8-3940-4501-9a03-4a9eed8bca13"],,,,,e72abaee-9347-435c-b6c3-a5a0216fbc4c,fabales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\e72abaee-9347-435c-b6c3-a5a0216fbc4c"],5542,781fd581-7b93-471e-a025-413e4bcd8491,lotus corniculatus,corniculatus,204,new hampshire,5357013,accepted,species,,62c12118-85bd-4289-87c4-c9550612afdf,22-Jul-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; bear notch road at gate 18.  elev. 505 m  northern hardwood forest (acer-betula-fagus-tsuga). roadside on main road.  flowers yellow.  lat. 44.02657n  long. 71.32280w  datum: wgs84.",,
c87c44d5-4e00-440a-84c2-13a84bfb8a96,,,preservedspecimen,,solidago,265954,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-07-24T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.260869565,,,,,,4958f7164fbca12d0ec5a3e1137fce406e6b6951,7/24/2016,asteraceae,,"[""dwc_taxonrank_added"", ""dwc_phylum_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""gbif_canonicalname_added"", ""dwc_order_added"", ""dwc_class_added"", ""taxon_match_failed""]",,solidago,,"{""lat"": 44.12179, ""lon"": -71.21355}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["07eb9ea2-59a3-4b13-a311-258f7afe3f18"],,,,,2bfb4f33-aa86-4e64-a6b6-58e8f70dbb9a,asterales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\2bfb4f33-aa86-4e64-a6b6-58e8f70dbb9a"],5572,781fd581-7b93-471e-a025-413e4bcd8491,solidago arguta,arguta,206,new hampshire,7585160,doubtful,genus,,c87c44d5-4e00-440a-84c2-13a84bfb8a96,24-Jul-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; forest margin at 400 glen ledge road.  elev. 320 m  northern hardwood forest (acer-betula-fagus-tsuga). roadbank at forest edge.  flowers yellow.  lat. 44.12179n  long. 71.21355w  datum: wgs84.",,
0c85ff6a-6d6a-4816-aa9e-cf2d3233e837,,,preservedspecimen,,fallopia cilinodis,265965,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-07-25T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.217391304,,,,,,4a80c8a3c96f4da6ae568f6e0e650c22bc4362a4,7/25/2016,polygonaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_originalnameusageid_added"", ""dwc_class_added"", ""taxon_match_failed""]",,fallopia,,"{""lat"": 44.0309, ""lon"": -71.26331}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["ad6c5a2b-79ae-47ed-bd96-9f305690f02d"],,,,,bc5ced97-a098-4434-a1a9-f809aae4de03,caryophyllales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\bc5ced97-a098-4434-a1a9-f809aae4de03"],5588,781fd581-7b93-471e-a025-413e4bcd8491,fallopia cilinodis,cilinodis,207,new hampshire,5334390,accepted,species,,0c85ff6a-6d6a-4816-aa9e-cf2d3233e837,25-Jul-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; trail up bear mountain from bear notch road, near cliffs at summit of table mountain.  elev. 768 m  northern hardwood forest (acer-betula-fagus-tsuga). granite outcrops in partial sun; in thin soil at margins.  common.  lat. 44.03090n  long. 71.26331w  datum: wgs84.",,
1d81ae3b-eb06-446d-aa66-229998d080bb,,,preservedspecimen,,aralia racemosa,265975,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-07-25T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.231884058,,,,,,b8dcca93d50004286875c2e9e9860d595507c6b9,7/25/2016,araliaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_class_added"", ""taxon_match_failed""]",,aralia,,"{""lat"": 44.04426, ""lon"": -71.27705}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["6703cce1-9615-4d54-80cd-e957e4a2a1ba"],,,,,bcae84c5-7392-4c7f-b1a2-5e6b9866c6d7,apiales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\bcae84c5-7392-4c7f-b1a2-5e6b9866c6d7"],5596,781fd581-7b93-471e-a025-413e4bcd8491,aralia racemosa,racemosa,207,new hampshire,3036958,accepted,species,,1d81ae3b-eb06-446d-aa66-229998d080bb,25-Jul-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; bear notch road near attatash trailhead.  elev. 350 m  northern hardwood forest (acer-betula-fagus-tsuga).  perennial to 1 m or more; common on roadsides.  lat. 44.04426n  long. 71.27705w  datum: wgs84.",,
835f9b2f-fcfd-4f69-a955-8176c6d13bd2,,,preservedspecimen,,betula nigra,265997,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-07-28T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.231884058,,,,,,6de2db3531cf9c9365fe6fba1c15d3b101bf5edb,7/28/2016,betulaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_class_added"", ""taxon_match_failed""]",,betula,,"{""lat"": 44.00242, ""lon"": -71.27781}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["d2904f84-68b4-480b-80e1-9dfde96d433a"],,,,,fdbb53b1-0497-4f5d-8fdc-3e4af8210af8,fagales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\fdbb53b1-0497-4f5d-8fdc-3e4af8210af8"],5625,781fd581-7b93-471e-a025-413e4bcd8491,betula nigra,nigra,210,new hampshire,5331532,accepted,species,,835f9b2f-fcfd-4f69-a955-8176c6d13bd2,28-Jul-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; kancamagus highway at rocky gorge.  elev. 354 m  northern hardwood forest (acer-betula-fagus-tsuga). possibly planted as landscaping along path in gorge.   lat. 44.00242n  long. 71.27781w  datum: wgs84.",,
6dc6b499-d5f2-45f0-bb60-15dd8d4c2f3e,,,preservedspecimen,,galium palustre,266008,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-07-28T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.246376812,,,,,,6bde75a6b198b4fa4ed9387746393bf9aef6f5a1,7/28/2016,rubiaceae,,"[""dwc_taxonrank_added"", ""dwc_phylum_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_acceptednameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_order_added"", ""dwc_class_added"", ""taxon_match_failed""]",,galium,,"{""lat"": 43.99618, ""lon"": -71.34975}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["ab6ba2e0-de3a-4d8f-85a6-2ea4e26c84ea"],,,,,821cdeaf-b1ce-42b5-a4e6-f0d7a1f7d3fe,gentianales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\821cdeaf-b1ce-42b5-a4e6-f0d7a1f7d3fe"],5634,781fd581-7b93-471e-a025-413e4bcd8491,galium palustre,palustre,210,new hampshire,8291929,misapplied,species,,6dc6b499-d5f2-45f0-bb60-15dd8d4c2f3e,28-Jul-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; kancamagus highway at oliverian brook trailhead.  elev. 385 m  northern hardwood forest (acer-betula-fagus-tsuga). marshy area around brook.  flowers whitish, 4-petaled.  lat. 43.99618n  long. 71.34975w  datum: wgs84.",,
95865013-7b26-443c-be35-a0583ce9b25f,,,preservedspecimen,,nabalus altissimus,266046,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-08-01T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.246376812,,,,,,62479d9184057b013083bb6a1c6d7c0bca4c7c3a,8/1/2016,asteraceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_class_added""]",,nabalus,,"{""lat"": 44.00242, ""lon"": -71.27781}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["af9c6eda-4c54-4193-ae31-a628a0136dd5"],,,,,a459e0d1-2ce7-4716-813e-2dd717509f07,asterales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\a459e0d1-2ce7-4716-813e-2dd717509f07"],5673,781fd581-7b93-471e-a025-413e4bcd8491,nabalus altissimus,altissimus,214,new hampshire,3090757,doubtful,species,,95865013-7b26-443c-be35-a0583ce9b25f,1-Aug-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; at end of jenks hill road at rocky branch trail head, near bridge.  elev. 310 m  northern hardwood forest (acer-betula-fagus-tsuga). roadside in partial sun.  common. capitula with ca. 6 large green involucral bracts. flowers white.  lat. 44.00242n  long. 71.27781w  datum: wgs84.",,
c5636e72-3549-40d9-984c-b78f9e29c799,,,preservedspecimen,,tussilago farfara,266048,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-08-01T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.246376812,,,,,,fc17a6a122b5cac7166c5c5600ee2f01e0e9ed6f,8/1/2016,asteraceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_class_added""]",,tussilago,,"{""lat"": 44.00242, ""lon"": -71.27781}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["10809e8d-e389-4623-9f41-98949222f3f4"],,,,,1882e0af-a231-49ef-ad5b-73366c39abb6,asterales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\1882e0af-a231-49ef-ad5b-73366c39abb6"],5675,781fd581-7b93-471e-a025-413e4bcd8491,tussilago farfara,farfara,214,new hampshire,3149879,doubtful,species,,c5636e72-3549-40d9-984c-b78f9e29c799,1-Aug-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; at end of jenks hill road at rocky branch trail head, near bridge.  elev. 310 m  northern hardwood forest (acer-betula-fagus-tsuga). along trail past bridge in shade.  sterile; forming large colonies.  lat. 44.00242n  long. 71.27781w  datum: wgs84.",,
27e9c873-6727-4419-bd7b-80c7d4f9d713,,,preservedspecimen,,amelanchier arborea,266091,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,coos,2016-08-03T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.217391304,,,,,,edba01f14e5edc4d98ad84991b1db745d8c0aabc,8/3/2016,rosaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_originalnameusageid_added"", ""dwc_class_added""]",,amelanchier,,"{""lat"": 44.007509, ""lon"": -71.277094}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["62df78ea-b3c7-4d33-b071-6aa9f679a242"],,,,,23a8833d-f1c3-40dc-8d6f-09445dc843ae,rosales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\23a8833d-f1c3-40dc-8d6f-09445dc843ae"],5713,781fd581-7b93-471e-a025-413e4bcd8491,amelanchier arborea,arborea,216,new hampshire,3024052,accepted,species,,27e9c873-6727-4419-bd7b-80c7d4f9d713,3-Aug-16,"united states: new hampshire: coos county.  white mountain national forest; rocky gorge, along kancamagus highway.  elev. 387 m  northern hardwood forest (acer-betula-fagus-tsuga); trailside along river.   lat. 44.007509n  long. 71.277094w  datum: wgs84.",,
f14fcac7-8298-45df-9689-56cda71ff2e6,,,preservedspecimen,,nuphar variegata,266131,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-08-08T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.231884058,,,,,,3ff9ec5292ba75f81344709208533fb6f9459bc2,8/8/2016,nymphaeaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_class_added""]",,nuphar,,"{""lat"": 44.0062, ""lon"": -71.27915}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["3f2dbe62-98e9-40a8-a142-b0fdec94dc02"],,,,,3f4c79d5-7557-44f7-b220-dccea673492a,nymphaeales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\3f4c79d5-7557-44f7-b220-dccea673492a"],5752,781fd581-7b93-471e-a025-413e4bcd8491,nuphar variegata,variegata,221,new hampshire,6434989,accepted,species,,f14fcac7-8298-45df-9689-56cda71ff2e6,8-Aug-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; kancamagus highway at rocky gorge; falls pond.  elev. 344 m  northern hardwood forest (acer-betula-fagus-tsuga). aquatic.  flowers yellow; sepals 3; petals 6; petiole flattened in cross section, not round. anthers longer than filaments.  lat. 44.00620n  long. 71.27915w  datum: wgs84.",,
96145e99-5c4d-4f49-976a-43fc7952d87b,,,preservedspecimen,,robinia pseudoacacia,266140,magnoliopsida,,,,mark whitten,,,north america,,united states,usa,carroll,2016-08-08T00:00:00+00:00,2019-04-12T08:44:43.957332+00:00,0.231884058,,,,,,19172e4252461387760b5029ff4c93e81160c518,8/8/2016,fabaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""dwc_order_added"", ""dwc_class_added"", ""taxon_match_failed""]",,robinia,,"{""lat"": 44.0062, ""lon"": -71.27915}",,TRUE,TRUE,,,,,flas,university of florida herbarium,,plantae,,,,,,,,,,,["4d8ce1e2-aef6-4ea5-a447-58e7db12e353"],,,,,ea3ec6df-44a4-48f5-bb5c-90c425556704,fabales,tracheophyta,["781fd581-7b93-471e-a025-413e4bcd8491\\ea3ec6df-44a4-48f5-bb5c-90c425556704"],5759,781fd581-7b93-471e-a025-413e4bcd8491,robinia pseudoacacia,pseudoacacia,221,new hampshire,5352251,accepted,species,,96145e99-5c4d-4f49-976a-43fc7952d87b,8-Aug-16,"united states: new hampshire: carroll county.  white mountain national forest, near bartlett; kancamagus highway at rocky gorge; parking area.  elev. 344 m  northern hardwood forest (acer-betula-fagus-tsuga)  tree to 4 m tall.  lat. 44.00620n  long. 71.27915w  datum: wgs84.",,
