Coweeta,Havard,Mountain_Lake,Ordway,Talladega,White_Mountain
Coweeta,0,0.533517126859534,0.457658106846849,0.705001893561918,0.562415056392158,0.68057039615897
Havard,0.533517126859534,0,0.55312814887231,0.705045496162966,0.646293823108748,0.609953921706463
Mountain_Lake,0.457658106846849,0.55312814887231,0,0.753710630177182,0.629422058125908,0.622942717969594
Ordway,0.705001893561918,0.705045496162966,0.753710630177182,0,0.568676378741137,0.779312270589792
Talladega,0.562415056392158,0.646293823108748,0.629422058125908,0.568676378741137,0,0.721571913833109
White_Mountain,0.68057039615897,0.609953921706463,0.622942717969594,0.779312270589792,0.721571913833109,0
