Coweeta,Havard,Mountain_Lake,Ordway,Talladega,White_Mountain
Coweeta,0,0.959695913887498,0.714734532379662,1.28907533337553,0.914935718451462,0.981576623538062
Havard,0.959695913887498,0,0.856732964915408,1.42614673194515,1.16076247307697,0.821576735416874
Mountain_Lake,0.714734532379662,0.856732964915408,0,1.21858105027975,0.990556351107137,0.821166648050002
Ordway,1.28907533337553,1.42614673194515,1.21858105027975,0,0.995552740093949,1.15601206533743
Talladega,0.914935718451462,1.16076247307697,0.990556351107137,0.995552740093949,0,1.05939087061461
White_Mountain,0.981576623538062,0.821576735416874,0.821166648050002,1.15601206533743,1.05939087061461,0
