Coweeta,Havard,Mountain_Lake,Ordway,Talladega,White_Mountain
Coweeta,0,1.04180954020077,0.91137887702589,1.35581002459965,1.17698426160665,1.12468452777256
Havard,1.04180954020077,0,0.953786646400022,1.30984434135651,1.12675765834909,1.01140252359322
Mountain_Lake,0.91137887702589,0.953786646400022,0,1.38442244593338,1.20242882454246,1.13628252827432
Ordway,1.35581002459965,1.30984434135651,1.38442244593338,0,1.06854491226779,1.28331346643325
Talladega,1.17698426160665,1.12675765834909,1.20242882454246,1.06854491226779,0,1.1709355600031
White_Mountain,1.12468452777256,1.01140252359322,1.13628252827432,1.28331346643325,1.1709355600031,0
