Coweeta,Havard,Mountain_Lake,Ordway,Talladega,White_Mountain
Coweeta,0,25.3876773322439,24.1408631016886,44.9286505536928,33.9188293683592,53.8275660768316
Havard,25.3876773322439,0,30.5317652417051,43.1735581176104,39.7118067914035,41.0750402002524
Mountain_Lake,24.1408631016886,30.5317652417051,0,62.8240635614502,47.9620148532714,49.8717778492757
Ordway,44.9286505536928,43.1735581176104,62.8240635614502,0,32.1554457442653,71.5454328742842
Talladega,33.9188293683592,39.7118067914035,47.9620148532714,32.1554457442653,0,61.8658733070715
White_Mountain,53.8275660768316,41.0750402002524,49.8717778492757,71.5454328742842,61.8658733070715,0
