Changbai,Dongling,Gutian,Shennong,Tianmu
Changbai,0,0.860906446485605,1.79285561929336,1.82550379198815,1.54234404962555
Dongling,0.860906446485605,0,1.67410356234883,1.62497062587398,1.43903666041013
Gutian,1.79285561929336,1.67410356234883,0,0.968090062998884,0.627486863030125
Shennong,1.82550379198815,1.62497062587398,0.968090062998884,0,0.938178901580521
Tianmu,1.54234404962555,1.43903666041013,0.627486863030125,0.938178901580521,0
