Changbai,Dongling,Gutian,Shennong,Tianmu,Coweeta,Havard,Mountain_Lake,Ordway,Talladega,White_Mountain
Changbai,0,0.948925668027456,1.38217352751558,1.364924171629,1.23924956360804,1.01642715083593,0.912945308652902,0.909945681706019,1.5131836223378,1.29573456997275,1.00466334646326
Dongling,0.948925668027456,0,1.4078608175402,1.37170037181292,1.25268851044274,1.07450358291003,1.04826351277402,0.98983785184673,1.5226501038022,1.3125666336947,1.11543589754347
Gutian,1.38217352751558,1.4078608175402,0,1.02764830773817,1.00896395552489,1.28990448357762,1.31751084177006,1.19043864996117,1.54058255411628,1.28061654269261,1.29933173596976
Shennong,1.364924171629,1.37170037181292,1.02764830773817,0,0.974993038277916,1.27466830476941,1.3132665950742,1.15672303121632,1.68212735306959,1.38025306907088,1.34437440336446
Tianmu,1.23924956360804,1.25268851044274,1.00896395552489,0.974993038277916,0,1.21862804007133,1.22631460373253,1.13202387199118,1.52746791093626,1.27858664198788,1.29049454063255
Coweeta,1.01642715083593,1.07450358291003,1.28990448357762,1.27466830476941,1.21862804007133,0,0.98506254723911,0.848581595871839,1.24607184605062,1.10954823897434,1.03728189584466
Havard,0.912945308652902,1.04826351277402,1.31751084177006,1.3132665950742,1.22631460373253,0.98506254723911,0,0.904459492217916,1.22690173792786,1.08763359291828,0.943831328165084
Mountain_Lake,0.909945681706019,0.98983785184673,1.19043864996117,1.15672303121632,1.13202387199118,0.848581595871839,0.904459492217916,0,1.28961436513391,1.12612170619748,1.04128239014863
Ordway,1.5131836223378,1.5226501038022,1.54058255411628,1.68212735306959,1.52746791093626,1.24607184605062,1.22690173792786,1.28961436513391,0,1.00596155867193,1.18439658977204
Talladega,1.29573456997275,1.3125666336947,1.28061654269261,1.38025306907088,1.27858664198788,1.10954823897434,1.08763359291828,1.12612170619748,1.00596155867193,0,1.08264075149518
White_Mountain,1.00466334646326,1.11543589754347,1.29933173596976,1.34437440336446,1.29049454063255,1.03728189584466,0.943831328165084,1.04128239014863,1.18439658977204,1.08264075149518,0
