Coweeta,Havard,Mountain_Lake,Ordway,Talladega,White_Mountain
Coweeta,0,0.999820358779691,0.651393955491801,1.74774125945467,1.07686494099914,1.10396404131648
Havard,0.999820358779691,0,0.817140461467015,1.86803022678243,1.30789800606371,0.830944783526103
Mountain_Lake,0.651393955491801,0.817140461467015,0,1.68703095819636,1.19107350890482,0.933077314980802
Ordway,1.74774125945467,1.86803022678243,1.68703095819636,0,1.06379281532165,1.48352585080684
Talladega,1.07686494099914,1.30789800606371,1.19107350890482,1.06379281532165,0,1.24047844234529
White_Mountain,1.10396404131648,0.830944783526103,0.933077314980802,1.48352585080684,1.24047844234529,0
