Changbai,Dongling,Gutian,Shennong,Tianmu
Changbai,0,0.87756150320674,1.29782306172695,1.32452737495769,1.20930156743082
Dongling,0.87756150320674,0,1.15602384198204,1.14287170485391,1.09509932038296
Gutian,1.29782306172695,1.15602384198204,0,0.936779553753146,0.605463718996183
Shennong,1.32452737495769,1.14287170485391,0.936779553753146,0,0.920626968008648
Tianmu,1.20930156743082,1.09509932038296,0.605463718996183,0.920626968008648,0
